,obs,resp,stimulus,previous,contrast,state
10341,21,1,1,1,0.05,2
10342,21,1,-1,-1,0.01,2
10343,21,1,-1,1,0.05,2
10344,21,1,-1,1,0.01,2
10345,21,1,-1,-1,0.02,2
10346,21,-1,1,-1,0.02,1
10347,21,1,1,-1,0.05,1
10348,21,1,1,-1,0.01,1
10349,21,-1,-1,-1,0.02,1
10350,21,1,-1,-1,0.05,1
10351,21,1,-1,-1,0.02,1
10352,21,-1,1,1,0.01,1
10353,21,1,1,1,0.05,1
10354,21,1,1,-1,0.05,1
10355,21,-1,1,1,0.01,1
10356,21,-1,-1,-1,0.01,1
10357,21,1,-1,-1,0.02,1
10358,21,-1,1,-1,0.02,2
10359,21,-1,-1,-1,0.01,2
10360,21,-1,-1,-1,0.02,2
10361,21,-1,-1,-1,0.05,2
10362,21,-1,-1,1,0.02,2
10363,21,1,-1,1,0.01,1
10364,21,1,1,1,0.05,1
10365,21,1,-1,1,0.02,1
10366,21,1,1,-1,0.05,1
10367,21,1,-1,1,0.05,1
10368,21,1,1,-1,0.05,1
10369,21,1,1,1,0.01,1
10370,21,-1,1,1,0.01,1
10371,21,-1,1,1,0.02,1
10372,21,1,-1,-1,0.01,1
10373,21,1,1,1,0.05,1
10374,21,1,-1,-1,0.05,1
10375,21,-1,-1,1,0.05,1
10376,21,-1,-1,1,0.01,1
10377,21,1,1,-1,0.02,1
10378,21,1,-1,-1,0.02,1
10379,21,1,-1,1,0.01,1
10380,21,-1,1,-1,0.01,1
10381,21,1,-1,1,0.01,1
10382,21,1,1,1,0.02,1
10383,21,-1,1,1,0.02,1
10384,21,-1,-1,-1,0.02,1
10385,21,1,-1,-1,0.02,1
10386,21,1,-1,-1,0.05,1
10387,21,1,1,-1,0.01,2
10388,21,-1,-1,1,0.05,2
10389,21,-1,-1,1,0.02,2
10390,21,1,1,1,0.01,2
10391,21,1,1,-1,0.05,2
10392,21,1,-1,-1,0.05,2
10393,21,-1,-1,-1,0.01,2
10394,21,-1,-1,1,0.02,1
10395,21,1,1,-1,0.02,1
10396,21,1,1,-1,0.05,1
10397,21,-1,-1,1,0.05,1
10398,21,1,1,-1,0.02,1
10399,21,1,-1,1,0.05,1
10400,21,-1,-1,-1,0.01,1
10401,21,1,1,-1,0.05,1
10402,21,1,1,-1,0.01,1
10403,21,1,1,-1,0.05,1
10404,21,-1,1,1,0.02,2
10405,21,1,1,-1,0.05,2
10406,21,1,1,-1,0.05,2
10407,21,1,1,1,0.02,2
10408,21,1,1,1,0.05,2
10409,21,1,1,-1,0.05,2
10410,21,-1,1,-1,0.01,2
10411,21,-1,-1,1,0.05,2
10412,21,-1,-1,-1,0.01,2
10413,21,-1,-1,1,0.02,2
10414,21,1,-1,-1,0.01,2
10415,21,1,-1,-1,0.02,2
10416,21,-1,-1,-1,0.05,2
10417,21,1,1,1,0.01,2
10418,21,-1,-1,-1,0.02,2
10419,21,-1,-1,1,0.02,2
10420,21,-1,-1,-1,0.05,2
10421,21,1,1,1,0.02,1
10422,21,-1,1,-1,0.01,1
10423,21,-1,-1,1,0.05,1
10424,21,-1,-1,1,0.01,1
10425,21,1,1,1,0.01,1
10426,21,1,1,-1,0.02,1
10427,21,1,1,-1,0.01,1
10428,21,1,1,-1,0.05,1
10429,21,-1,-1,1,0.01,1
10430,21,1,1,1,0.05,1
10431,21,1,-1,1,0.02,1
10432,21,-1,-1,1,0.01,1
10433,21,1,1,1,0.02,1
10434,21,-1,1,1,0.01,1
10435,21,1,-1,-1,0.01,1
10436,21,-1,-1,-1,0.05,1
10437,21,-1,-1,-1,0.05,1
10438,21,-1,1,-1,0.01,2
10439,21,-1,1,1,0.01,2
10440,21,1,1,1,0.05,2
10441,21,1,-1,1,0.01,2
10442,21,-1,-1,1,0.02,2
10443,21,-1,1,1,0.01,1
10444,21,1,1,-1,0.01,1
10445,21,-1,-1,-1,0.05,1
10446,21,-1,-1,-1,0.01,1
10447,21,1,-1,-1,0.02,1
10448,21,1,1,-1,0.01,1
10449,21,1,1,-1,0.02,1
10450,21,-1,-1,-1,0.01,1
10451,21,-1,-1,1,0.02,1
10452,21,-1,-1,-1,0.05,1
10453,21,1,-1,1,0.01,1
10454,21,1,1,-1,0.05,1
10455,21,1,-1,-1,0.01,2
10456,21,-1,1,1,0.01,2
10457,21,-1,1,1,0.05,2
10458,21,-1,-1,1,0.01,2
10459,21,-1,-1,-1,0.05,2
10460,21,1,-1,1,0.02,2
10461,21,-1,-1,1,0.05,2
10462,21,-1,1,-1,0.05,2
10463,21,1,1,1,0.02,2
10464,21,1,-1,-1,0.01,2
10465,21,-1,1,1,0.01,2
10466,21,-1,-1,1,0.01,2
10467,21,1,-1,1,0.01,2
10468,21,1,1,1,0.05,2
10469,21,1,1,-1,0.01,2
10470,21,1,1,-1,0.02,2
10471,21,-1,-1,1,0.05,2
10472,21,-1,-1,-1,0.01,2
10473,21,-1,1,1,0.02,2
10474,21,1,1,-1,0.01,2
10475,21,1,-1,1,0.02,2
10476,21,1,-1,1,0.01,2
10477,21,1,-1,-1,0.01,2
10478,21,-1,1,-1,0.05,2
10479,21,1,1,-1,0.01,2
10480,21,1,-1,-1,0.01,2
10481,21,-1,1,-1,0.01,2
10482,21,-1,-1,1,0.05,2
10483,21,1,1,-1,0.05,2
10484,21,1,-1,-1,0.05,2
10485,21,-1,-1,-1,0.02,1
10486,21,1,-1,1,0.01,1
10487,21,1,1,-1,0.02,1
10488,21,-1,1,1,0.05,1
10489,21,1,1,1,0.05,1
10490,21,1,-1,1,0.05,1
10491,21,1,1,1,0.01,1
10492,21,1,1,1,0.05,1
10493,21,-1,-1,1,0.05,1
10494,21,-1,-1,-1,0.01,1
10495,21,1,-1,1,0.01,1
10496,21,-1,1,1,0.02,1
10497,21,-1,-1,1,0.05,1
10498,21,1,1,1,0.05,1
10499,21,-1,-1,1,0.05,1
10500,22,1,1,1,0.05,2
10501,22,1,-1,1,0.01,2
10502,22,-1,-1,-1,0.01,2
10503,22,-1,-1,1,0.05,2
10504,22,1,-1,1,0.02,2
10505,22,-1,1,1,0.02,2
10506,22,1,1,1,0.05,2
10507,22,-1,-1,1,0.01,2
10508,22,1,1,1,0.05,2
10509,22,1,1,1,0.02,2
10510,22,1,1,1,0.01,2
10511,22,-1,1,1,0.02,2
10512,22,1,1,1,0.01,2
10513,22,1,1,-1,0.01,2
10514,22,1,1,-1,0.05,2
10515,22,1,-1,1,0.01,2
10516,22,-1,-1,1,0.05,2
10517,22,1,-1,-1,0.01,2
10518,22,-1,1,-1,0.05,2
10519,22,-1,-1,-1,0.05,2
10520,22,-1,1,-1,0.02,2
10521,22,-1,-1,1,0.02,2
10522,22,1,-1,1,0.01,1
10523,22,-1,-1,1,0.05,1
10524,22,-1,-1,1,0.02,1
10525,22,1,1,1,0.01,1
10526,22,-1,-1,-1,0.05,1
10527,22,1,1,1,0.01,1
10528,22,1,-1,-1,0.01,1
10529,22,1,1,-1,0.02,1
10530,22,1,1,-1,0.02,1
10531,22,1,1,1,0.05,1
10532,22,-1,-1,1,0.05,1
10533,22,1,1,-1,0.05,1
10534,22,-1,1,1,0.05,1
10535,22,-1,-1,-1,0.05,1
10536,22,-1,-1,1,0.02,1
10537,22,-1,1,1,0.01,1
10538,22,1,1,1,0.05,1
10539,22,1,1,1,0.05,1
10540,22,-1,1,1,0.01,1
10541,22,-1,1,-1,0.02,1
10542,22,1,1,1,0.02,1
10543,22,1,-1,1,0.01,1
10544,22,-1,-1,1,0.01,1
10545,22,1,-1,-1,0.01,1
10546,22,1,1,1,0.02,1
10547,22,1,1,-1,0.02,1
10548,22,1,1,-1,0.01,2
10549,22,-1,1,1,0.05,2
10550,22,-1,-1,1,0.01,2
10551,22,1,1,1,0.01,2
10552,22,-1,-1,1,0.01,2
10553,22,1,1,-1,0.01,2
10554,22,1,1,-1,0.05,2
10555,22,1,-1,-1,0.05,2
10556,22,-1,1,-1,0.02,2
10557,22,1,-1,1,0.01,2
10558,22,-1,-1,1,0.02,2
10559,22,-1,-1,1,0.02,2
10560,22,1,-1,1,0.02,2
10561,22,1,-1,1,0.05,2
10562,22,1,1,1,0.01,2
10563,22,1,1,-1,0.01,2
10564,22,1,1,1,0.05,2
10565,22,-1,-1,-1,0.02,2
10566,22,1,-1,-1,0.02,2
10567,22,-1,1,1,0.01,1
10568,22,1,-1,-1,0.02,1
10569,22,1,-1,1,0.05,1
10570,22,1,1,1,0.01,1
10571,22,-1,1,-1,0.05,1
10572,22,-1,-1,-1,0.02,1
10573,22,1,1,-1,0.05,1
10574,22,-1,1,1,0.05,1
10575,22,-1,1,1,0.01,1
10576,22,1,-1,-1,0.02,1
10577,22,1,1,-1,0.02,1
10578,22,-1,1,-1,0.01,1
10579,22,-1,1,1,0.01,1
10580,22,1,-1,1,0.05,1
10581,22,1,-1,-1,0.01,1
10582,22,-1,1,1,0.05,1
10583,22,-1,1,1,0.02,1
10584,22,-1,1,-1,0.02,1
10585,22,1,1,1,0.01,1
10586,22,1,1,-1,0.02,1
10587,22,-1,-1,1,0.05,1
10588,22,-1,-1,-1,0.05,1
10589,22,1,1,-1,0.05,1
10590,22,1,-1,1,0.01,1
10591,22,1,-1,-1,0.02,1
10592,22,-1,-1,-1,0.02,1
10593,22,-1,-1,-1,0.05,1
10594,22,1,1,-1,0.02,1
10595,22,1,-1,-1,0.05,1
10596,22,1,1,1,0.01,2
10597,22,1,1,-1,0.05,2
10598,22,-1,-1,-1,0.01,2
10599,22,-1,1,-1,0.05,2
10600,22,1,1,1,0.02,2
10601,22,1,-1,1,0.02,2
10602,22,-1,-1,1,0.05,2
10603,22,1,1,-1,0.02,2
10604,22,-1,-1,-1,0.05,2
10605,22,1,1,-1,0.05,1
10606,22,-1,-1,1,0.02,1
10607,22,1,1,-1,0.02,1
10608,22,-1,1,-1,0.05,1
10609,22,1,-1,-1,0.01,1
10610,22,-1,-1,1,0.02,1
10611,22,1,-1,-1,0.02,1
10612,22,1,-1,-1,0.01,1
10613,22,-1,1,1,0.01,1
10614,22,1,-1,-1,0.01,2
10615,22,1,1,1,0.05,2
10616,22,-1,1,1,0.05,2
10617,22,-1,-1,-1,0.02,2
10618,22,-1,-1,-1,0.05,2
10619,22,1,1,1,0.05,2
10620,22,1,1,1,0.02,2
10621,22,1,-1,1,0.01,2
10622,22,-1,-1,-1,0.05,2
10623,22,-1,-1,1,0.02,2
10624,22,1,1,-1,0.01,2
10625,22,1,-1,1,0.01,2
10626,22,1,1,1,0.01,2
10627,22,1,1,-1,0.02,2
10628,22,-1,-1,-1,0.02,2
10629,22,1,-1,-1,0.02,1
10630,22,-1,-1,-1,0.05,1
10631,22,-1,-1,1,0.05,1
10632,22,-1,-1,-1,0.05,1
10633,22,1,1,-1,0.05,1
10634,22,-1,1,-1,0.01,1
10635,22,1,1,1,0.05,1
10636,22,1,1,-1,0.05,1
10637,22,1,1,1,0.05,1
10638,22,-1,1,-1,0.02,1
10639,22,-1,-1,-1,0.05,1
10640,22,1,1,1,0.05,1
10641,22,-1,1,-1,0.02,1
10642,22,-1,-1,-1,0.01,1
10643,22,1,1,1,0.05,1
10644,22,-1,-1,-1,0.02,1
10645,22,-1,-1,-1,0.01,1
10646,22,1,1,1,0.05,1
10647,22,-1,-1,1,0.01,1
10648,22,1,1,-1,0.01,1
10649,22,-1,-1,1,0.01,1
10650,22,1,-1,1,0.01,1
10651,22,1,1,1,0.05,1
10652,22,-1,-1,-1,0.02,2
10653,22,1,1,1,0.02,2
10654,22,1,1,-1,0.02,2
10655,22,1,-1,-1,0.01,2
10656,22,1,-1,-1,0.02,2
10657,22,-1,-1,1,0.05,2
10658,22,-1,1,1,0.01,2
10659,22,-1,-1,-1,0.02,2
10660,22,-1,-1,1,0.05,2
10661,22,1,1,1,0.02,2
10662,22,-1,-1,1,0.02,2
10663,22,-1,1,1,0.02,2
10664,22,1,1,-1,0.01,2
10665,22,-1,-1,-1,0.01,2
10666,22,-1,-1,-1,0.05,2
10667,22,-1,1,1,0.05,2
10668,22,1,1,1,0.05,2
10669,22,1,-1,-1,0.02,2
10670,22,-1,1,-1,0.02,2
10671,22,-1,-1,-1,0.01,2
10672,22,1,1,1,0.01,2
10673,22,1,-1,1,0.05,2
10674,22,-1,-1,1,0.02,2
10675,22,1,1,1,0.02,2
10676,22,1,1,1,0.05,2
10677,22,1,-1,1,0.02,2
10678,22,-1,-1,-1,0.02,2
10679,22,1,-1,1,0.02,2
10680,22,1,-1,1,0.01,2
10681,22,-1,-1,-1,0.02,2
10682,22,-1,-1,-1,0.02,2
10683,22,-1,1,-1,0.01,2
10684,22,1,1,1,0.01,2
10685,22,1,-1,1,0.01,2
10686,22,1,1,-1,0.05,1
10687,22,-1,-1,1,0.02,1
10688,22,1,-1,1,0.05,1
10689,22,-1,-1,1,0.01,1
10690,22,1,-1,1,0.02,1
10691,22,-1,-1,1,0.05,1
10692,22,-1,1,1,0.02,1
10693,22,1,1,1,0.01,2
10694,22,1,1,1,0.02,2
10695,22,1,1,-1,0.02,2
10696,22,-1,1,-1,0.02,2
10697,22,-1,1,-1,0.02,2
10698,22,1,1,1,0.01,2
10699,22,-1,-1,1,0.02,2
10700,22,-1,-1,-1,0.02,2
10701,22,1,-1,-1,0.02,2
10702,22,1,1,-1,0.05,2
10703,22,1,1,-1,0.01,2
10704,22,1,1,-1,0.05,2
10705,22,-1,1,-1,0.01,1
10706,22,-1,-1,-1,0.01,1
10707,22,-1,-1,-1,0.01,1
10708,22,-1,-1,-1,0.05,1
10709,22,-1,-1,-1,0.02,1
10710,22,1,-1,1,0.01,1
10711,22,1,1,-1,0.01,1
10712,22,1,1,-1,0.05,1
10713,22,1,1,-1,0.02,1
10714,22,1,1,-1,0.02,1
10715,22,-1,-1,-1,0.02,1
10716,22,1,-1,1,0.01,1
10717,22,1,1,-1,0.05,1
10718,22,-1,1,1,0.05,1
10719,22,-1,1,-1,0.02,1
10720,22,-1,-1,-1,0.01,1
10721,22,-1,-1,1,0.01,1
10722,22,-1,-1,-1,0.01,1
10723,22,1,1,1,0.02,1
10724,22,-1,-1,1,0.05,1
10725,22,1,-1,1,0.02,2
10726,22,1,1,1,0.02,2
10727,22,-1,1,-1,0.02,2
10728,22,1,1,1,0.01,2
10729,22,1,1,1,0.02,2
10730,22,1,-1,1,0.02,2
10731,22,1,-1,-1,0.05,2
10732,22,-1,1,1,0.01,2
10733,22,-1,-1,-1,0.05,2
10734,22,1,1,-1,0.01,2
10735,22,1,1,-1,0.05,2
10736,22,-1,-1,1,0.01,1
10737,22,-1,1,-1,0.01,1
10738,22,1,-1,1,0.05,1
10739,22,-1,-1,-1,0.05,1
10740,22,1,1,1,0.05,1
10741,22,-1,1,-1,0.02,1
10742,22,-1,-1,1,0.01,1
10743,22,1,-1,1,0.02,1
10744,22,-1,-1,1,0.02,2
10745,22,-1,-1,1,0.05,2
10746,22,-1,1,-1,0.02,2
10747,22,1,-1,1,0.01,2
10748,22,-1,1,1,0.01,2
10749,22,-1,1,-1,0.05,2
10750,22,1,1,1,0.05,2
10751,22,1,-1,1,0.01,2
10752,22,1,1,1,0.05,2
10753,22,-1,-1,-1,0.05,2
10754,22,1,-1,-1,0.02,2
10755,22,1,-1,-1,0.05,2
10756,22,1,-1,-1,0.05,2
10757,22,1,1,-1,0.05,2
10758,22,-1,-1,1,0.05,2
10759,22,-1,1,1,0.05,2
10760,22,-1,1,1,0.05,2
10761,22,1,1,1,0.05,2
10762,22,-1,1,1,0.02,2
10763,22,1,-1,1,0.05,2
10764,22,-1,1,-1,0.02,2
10765,22,1,-1,-1,0.01,2
10766,22,1,-1,1,0.01,2
10767,22,-1,1,-1,0.01,2
10768,22,-1,-1,-1,0.01,2
10769,22,-1,-1,-1,0.02,2
10770,22,1,-1,-1,0.05,2
10771,22,1,-1,-1,0.05,2
10772,22,1,-1,-1,0.02,2
10773,22,1,1,-1,0.01,2
10774,22,-1,-1,-1,0.05,2
10775,22,1,1,-1,0.02,2
10776,22,1,-1,1,0.02,2
10777,22,1,1,1,0.05,2
10778,22,1,1,1,0.02,2
10779,22,-1,-1,1,0.05,2
10780,22,1,1,-1,0.01,2
10781,22,1,1,-1,0.02,2
10782,22,1,-1,-1,0.05,2
10783,22,1,-1,-1,0.05,2
10784,22,1,-1,-1,0.05,2
10785,22,-1,-1,-1,0.05,2
10786,22,1,-1,1,0.01,2
10787,22,-1,-1,1,0.01,2
10788,22,-1,1,-1,0.02,2
10789,22,1,1,-1,0.02,2
10790,22,-1,1,1,0.02,2
10791,22,-1,-1,1,0.05,2
10792,22,1,1,1,0.01,2
10793,22,-1,1,1,0.05,2
10794,22,-1,-1,-1,0.01,2
10795,22,-1,1,-1,0.02,2
10796,22,-1,1,1,0.02,2
10797,22,-1,-1,1,0.01,1
10798,22,-1,1,1,0.01,1
10799,22,-1,-1,-1,0.05,1
10800,22,1,1,1,0.05,1
10801,22,-1,1,1,0.01,1
10802,22,-1,1,1,0.01,1
10803,22,-1,1,-1,0.01,1
10804,22,1,1,1,0.05,1
10805,22,1,1,1,0.02,1
10806,22,1,1,1,0.05,2
10807,22,1,1,-1,0.02,2
10808,22,-1,-1,-1,0.05,2
10809,22,1,1,1,0.02,2
10810,22,1,1,-1,0.02,2
10811,22,1,-1,1,0.05,2
10812,22,-1,1,1,0.01,1
10813,22,1,1,1,0.01,1
10814,22,1,-1,1,0.05,1
10815,22,1,1,1,0.05,1
10816,22,1,1,-1,0.01,1
10817,22,-1,-1,1,0.01,1
10818,22,1,1,1,0.02,1
10819,22,-1,-1,-1,0.01,1
10820,22,-1,1,1,0.02,1
10821,22,-1,1,-1,0.02,1
10822,22,1,1,1,0.05,1
10823,22,-1,-1,1,0.02,1
10824,22,1,-1,1,0.05,1
10825,22,-1,-1,1,0.02,1
10826,22,1,-1,-1,0.01,2
10827,22,-1,-1,-1,0.02,2
10828,22,1,-1,1,0.01,2
10829,22,-1,-1,-1,0.01,2
10830,22,-1,1,1,0.02,2
10831,22,-1,-1,1,0.02,2
10832,22,1,1,1,0.05,2
10833,22,1,1,-1,0.02,2
10834,22,1,-1,-1,0.01,2
10835,22,-1,-1,-1,0.05,1
10836,22,-1,-1,1,0.05,1
10837,22,-1,1,-1,0.05,1
10838,22,1,1,-1,0.01,1
10839,22,1,1,-1,0.05,1
10840,22,1,1,1,0.02,1
10841,22,1,1,1,0.02,1
10842,22,1,-1,-1,0.01,1
10843,22,-1,1,1,0.05,1
10844,22,-1,1,-1,0.05,1
10845,22,1,-1,1,0.01,1
10846,22,-1,1,1,0.02,2
10847,22,1,-1,-1,0.05,2
10848,22,-1,1,-1,0.02,2
10849,22,-1,-1,-1,0.02,2
10850,22,-1,-1,-1,0.01,2
10851,22,1,1,-1,0.02,2
10852,22,1,-1,-1,0.02,2
10853,22,1,1,1,0.02,2
10854,22,1,1,1,0.05,2
10855,22,1,-1,1,0.05,2
10856,22,1,-1,1,0.01,2
10857,22,-1,-1,-1,0.05,2
10858,22,1,1,1,0.05,2
10859,22,-1,-1,1,0.05,2
10860,22,1,1,1,0.01,2
10861,22,-1,-1,-1,0.01,2
10862,22,1,1,1,0.05,2
10863,22,1,1,1,0.01,2
10864,22,1,-1,1,0.01,2
10865,22,1,-1,1,0.05,2
10866,22,1,1,-1,0.02,1
10867,22,-1,-1,-1,0.02,1
10868,22,1,1,-1,0.01,1
10869,22,-1,-1,-1,0.05,1
10870,22,1,-1,1,0.02,1
10871,22,1,-1,-1,0.05,1
10872,22,-1,-1,1,0.05,1
10873,22,1,-1,-1,0.02,1
10874,22,1,1,-1,0.05,1
10875,22,-1,1,-1,0.02,1
10876,22,-1,-1,1,0.01,1
10877,22,1,-1,1,0.05,1
10878,22,-1,1,1,0.02,1
10879,22,1,1,-1,0.01,1
10880,22,-1,1,-1,0.05,1
10881,22,1,1,1,0.02,1
10882,22,1,-1,-1,0.01,1
10883,22,-1,-1,-1,0.02,1
10884,22,-1,-1,1,0.02,1
10885,22,1,1,-1,0.02,1
10886,22,-1,-1,-1,0.02,1
10887,22,-1,-1,-1,0.01,1
10888,22,1,-1,-1,0.02,1
10889,22,1,1,1,0.05,1
10890,22,1,1,1,0.01,1
10891,22,-1,-1,-1,0.02,1
10892,22,-1,1,1,0.01,1
10893,22,-1,-1,-1,0.01,1
10894,22,1,1,1,0.02,1
10895,22,1,-1,1,0.02,1
10896,22,-1,1,-1,0.01,1
10897,22,1,1,-1,0.05,1
10898,22,1,1,-1,0.01,1
10899,22,-1,1,-1,0.01,1
10900,22,1,1,-1,0.05,1
10901,22,1,-1,1,0.01,1
10902,22,-1,-1,-1,0.02,1
10903,22,1,1,-1,0.01,1
10904,22,1,1,1,0.02,1
10905,22,1,1,1,0.01,1
10906,22,1,1,1,0.05,1
10907,22,1,-1,-1,0.01,2
10908,22,-1,-1,1,0.01,2
10909,22,-1,-1,-1,0.05,2
10910,22,-1,1,1,0.05,2
10911,22,1,1,-1,0.01,2
10912,22,1,1,1,0.05,2
10913,22,1,-1,-1,0.01,2
10914,22,-1,-1,1,0.05,2
10915,22,-1,1,1,0.01,2
10916,22,-1,-1,-1,0.01,2
10917,22,1,-1,1,0.01,2
10918,22,-1,-1,-1,0.01,2
10919,22,1,1,-1,0.01,2
10920,22,1,1,-1,0.05,2
10921,22,1,1,1,0.01,2
10922,22,1,1,-1,0.01,2
10923,22,-1,-1,-1,0.01,2
10924,22,-1,1,-1,0.02,2
10925,22,1,-1,-1,0.01,2
10926,22,1,-1,-1,0.02,2
10927,22,1,-1,-1,0.01,2
10928,22,1,-1,1,0.01,2
10929,22,1,-1,1,0.02,2
10930,22,1,1,1,0.05,2
10931,22,-1,-1,-1,0.05,2
10932,22,-1,-1,1,0.01,2
10933,22,1,1,-1,0.05,2
10934,22,1,1,-1,0.01,1
10935,22,1,1,-1,0.01,1
10936,22,1,-1,-1,0.05,1
10937,22,1,-1,-1,0.01,1
10938,22,1,1,1,0.02,1
10939,22,-1,1,1,0.01,1
10940,22,1,-1,1,0.05,1
10941,22,-1,-1,1,0.02,1
10942,22,1,-1,1,0.02,1
10943,22,1,1,-1,0.01,1
10944,22,-1,-1,-1,0.05,2
10945,22,-1,-1,1,0.02,2
10946,22,1,1,-1,0.05,2
10947,22,-1,1,-1,0.02,2
10948,22,1,1,1,0.02,2
10949,22,1,-1,1,0.05,2
10950,22,-1,1,-1,0.02,2
10951,22,1,-1,-1,0.05,2
10952,22,1,1,-1,0.05,2
10953,22,-1,1,1,0.01,2
10954,22,1,-1,-1,0.01,2
10955,22,1,-1,1,0.05,2
10956,22,1,-1,1,0.02,2
10957,22,-1,-1,1,0.05,2
10958,22,-1,-1,-1,0.02,2
10959,22,-1,1,1,0.01,2
10960,22,1,-1,1,0.02,2
10961,22,-1,1,-1,0.02,2
10962,22,-1,-1,-1,0.05,2
10963,22,1,1,-1,0.05,2
10964,22,1,1,1,0.01,2
10965,22,1,1,1,0.05,2
10966,22,1,-1,-1,0.05,2
10967,22,-1,1,1,0.05,2
10968,22,-1,1,-1,0.05,2
10969,22,1,1,-1,0.01,2
10970,22,1,1,-1,0.05,2
10971,22,1,-1,1,0.05,2
10972,22,-1,-1,-1,0.01,2
10973,22,-1,-1,-1,0.01,2
10974,22,1,-1,-1,0.05,2
10975,22,1,1,-1,0.01,2
10976,22,1,1,-1,0.02,2
10977,22,-1,-1,-1,0.05,2
10978,22,1,1,1,0.01,2
10979,22,1,1,1,0.05,2
10980,22,-1,1,-1,0.01,2
10981,22,1,1,1,0.01,2
10982,22,1,1,-1,0.01,2
10983,22,-1,1,1,0.02,2
10984,22,1,-1,-1,0.01,2
10985,22,-1,-1,-1,0.02,2
10986,22,-1,-1,1,0.02,2
10987,22,1,1,-1,0.02,2
10988,22,1,1,-1,0.02,2
10989,22,1,-1,1,0.02,1
10990,22,1,1,-1,0.02,1
10991,22,1,1,1,0.05,1
10992,22,1,1,-1,0.02,1
10993,22,1,1,1,0.02,1
10994,22,1,1,1,0.02,1
10995,22,-1,-1,-1,0.01,1
10996,22,1,1,-1,0.05,1
10997,22,1,-1,-1,0.02,1
10998,22,-1,1,-1,0.01,1
10999,22,-1,1,-1,0.01,1
11000,23,-1,-1,-1,0.05,1
11001,23,1,-1,-1,0.01,1
11002,23,-1,-1,-1,0.05,1
11003,23,1,-1,1,0.05,1
11004,23,-1,-1,1,0.05,1
11005,23,1,1,1,0.05,1
11006,23,1,-1,1,0.01,1
11007,23,1,1,1,0.05,1
11008,23,1,1,-1,0.02,1
11009,23,1,-1,1,0.02,1
11010,23,-1,-1,-1,0.05,1
11011,23,1,1,-1,0.02,1
11012,23,-1,-1,1,0.05,1
11013,23,1,-1,1,0.01,1
11014,23,-1,-1,1,0.02,1
11015,23,1,1,1,0.01,1
11016,23,-1,1,-1,0.01,1
11017,23,-1,-1,1,0.01,1
11018,23,1,1,-1,0.01,1
11019,23,-1,-1,-1,0.01,1
11020,23,-1,-1,-1,0.01,1
11021,23,1,1,-1,0.05,1
11022,23,-1,-1,-1,0.05,2
11023,23,1,-1,1,0.01,2
11024,23,1,1,1,0.01,2
11025,23,-1,1,1,0.01,2
11026,23,-1,1,-1,0.05,2
11027,23,1,-1,1,0.01,2
11028,23,-1,-1,-1,0.01,2
11029,23,1,1,1,0.02,2
11030,23,1,1,-1,0.01,2
11031,23,1,1,1,0.01,2
11032,23,1,1,1,0.01,2
11033,23,1,-1,-1,0.01,2
11034,23,1,-1,1,0.02,2
11035,23,1,-1,-1,0.02,2
11036,23,1,1,-1,0.05,1
11037,23,-1,1,1,0.01,1
11038,23,1,1,-1,0.01,1
11039,23,1,-1,1,0.01,1
11040,23,1,1,1,0.05,1
11041,23,1,-1,-1,0.02,1
11042,23,1,1,1,0.05,1
11043,23,1,1,-1,0.02,1
11044,23,-1,-1,1,0.02,1
11045,23,1,1,1,0.02,1
11046,23,1,1,1,0.02,1
11047,23,1,-1,1,0.01,1
11048,23,-1,-1,-1,0.02,1
11049,23,-1,-1,-1,0.02,1
11050,23,1,-1,-1,0.05,1
11051,23,-1,1,-1,0.05,1
11052,23,-1,1,-1,0.05,1
11053,23,1,1,1,0.05,1
11054,23,-1,-1,-1,0.01,1
11055,23,1,-1,-1,0.05,1
11056,23,1,-1,-1,0.02,1
11057,23,-1,1,1,0.05,1
11058,23,1,-1,1,0.02,1
11059,23,-1,1,1,0.02,1
11060,23,-1,1,-1,0.01,1
11061,23,-1,-1,1,0.02,1
11062,23,1,-1,1,0.02,1
11063,23,-1,-1,-1,0.02,1
11064,23,1,-1,-1,0.02,2
11065,23,-1,-1,-1,0.02,2
11066,23,1,1,-1,0.05,2
11067,23,1,-1,1,0.01,2
11068,23,1,-1,1,0.01,2
11069,23,1,1,-1,0.05,2
11070,23,-1,-1,-1,0.05,2
11071,23,-1,1,1,0.05,2
11072,23,1,-1,1,0.01,2
11073,23,-1,1,-1,0.05,2
11074,23,1,-1,1,0.01,2
11075,23,1,1,-1,0.05,2
11076,23,1,1,-1,0.02,2
11077,23,-1,-1,-1,0.02,2
11078,23,1,1,1,0.05,2
11079,23,1,1,1,0.02,2
11080,23,-1,1,1,0.02,2
11081,23,1,1,1,0.01,2
11082,23,-1,-1,1,0.05,2
11083,23,1,-1,-1,0.05,2
11084,23,1,-1,1,0.01,2
11085,23,1,1,-1,0.02,2
11086,23,1,1,1,0.05,2
11087,23,-1,1,-1,0.05,2
11088,23,-1,1,-1,0.02,2
11089,23,-1,-1,-1,0.02,2
11090,23,1,1,-1,0.02,2
11091,23,-1,-1,1,0.02,2
11092,23,-1,-1,-1,0.02,1
11093,23,-1,-1,1,0.05,1
11094,23,-1,-1,1,0.01,1
11095,23,1,1,-1,0.05,1
11096,23,-1,1,-1,0.02,1
11097,23,1,1,-1,0.05,1
11098,23,1,1,1,0.01,1
