,obs,resp,stimulus,previous,contrast,state
5236,11,-1,-1,-1,0.5,2
5237,11,1,1,1,0.75,2
5238,11,-1,-1,1,1.5,1
5239,11,-1,-1,-1,1.25,1
5240,11,1,1,1,1.25,1
5241,11,-1,-1,-1,0.5,1
5242,11,-1,-1,-1,0.5,1
5243,11,-1,-1,-1,0.75,1
5244,11,1,1,1,0.75,1
5245,11,1,1,-1,0.5,1
5246,11,-1,-1,-1,1.25,1
5247,11,-1,-1,-1,1.5,1
5248,11,1,1,-1,1.25,1
5249,11,1,1,-1,1.25,1
5250,11,1,1,-1,1.25,1
5251,11,-1,-1,-1,0.5,1
5252,11,1,1,-1,1.25,1
5253,11,1,-1,1,1.25,2
5254,11,1,1,-1,0.5,2
5255,11,1,-1,1,1.25,1
5256,11,-1,-1,-1,1.5,1
5257,11,1,1,1,0.5,1
5258,11,1,1,1,0.75,1
5259,11,1,1,1,1.25,1
5260,11,1,1,-1,1.5,1
5261,11,1,1,-1,1.5,1
5262,11,1,1,1,1.25,1
5263,11,-1,-1,-1,0.75,2
5264,11,-1,-1,-1,1.25,2
5265,11,1,1,-1,1.5,1
5266,11,1,1,-1,0.5,1
5267,11,1,1,-1,0.5,1
5268,11,1,-1,1,1.5,2
5269,11,1,-1,1,1.25,2
5270,11,1,1,1,1.25,1
5271,11,1,1,-1,1.25,1
5272,11,1,1,-1,0.75,1
5273,11,1,1,1,0.5,1
5274,11,1,1,-1,1.5,1
5275,11,1,1,1,0.5,1
5276,11,1,1,1,1.5,1
5277,11,1,1,1,0.75,1
5278,11,1,-1,1,0.5,1
5279,11,1,-1,1,0.75,1
5280,11,-1,-1,-1,1.25,1
5281,11,1,-1,1,0.75,1
5282,11,1,1,1,1.25,1
5283,11,1,1,1,1.25,1
5284,11,1,-1,1,1.25,2
5285,11,1,-1,1,1.5,2
5286,11,1,1,1,1.25,2
5287,11,1,1,1,1.5,2
5288,11,1,1,-1,0.75,2
5289,11,-1,1,-1,0.75,2
5290,11,-1,1,-1,1.25,2
5291,11,1,1,-1,1.5,2
5292,11,1,1,1,1.25,2
5293,11,1,1,-1,1.25,2
5294,11,-1,1,-1,0.5,2
5295,11,1,-1,1,1.5,2
5296,11,1,1,1,1.5,2
5297,11,1,1,1,0.5,2
5298,11,-1,-1,-1,0.5,2
5299,11,-1,-1,-1,0.5,2
5300,11,-1,-1,-1,0.75,2
5301,11,1,1,-1,0.5,1
5302,11,-1,-1,-1,0.5,1
5303,11,1,1,-1,1.5,1
5304,11,1,1,1,1.25,1
5305,11,-1,-1,-1,1.25,1
5306,11,1,-1,1,0.5,1
5307,11,-1,-1,1,1.5,1
5308,11,1,1,-1,1.5,1
5309,11,1,-1,1,0.5,2
5310,11,1,1,1,0.75,1
5311,11,1,1,-1,0.75,1
5312,11,-1,-1,-1,1.5,1
5313,11,1,1,1,0.75,1
5314,11,1,1,1,1.25,1
5315,11,-1,1,-1,0.75,2
5316,11,1,-1,1,1.5,2
5317,11,-1,-1,-1,1.25,2
5318,11,1,1,-1,1.5,2
5319,11,1,-1,1,0.5,2
5320,11,1,-1,1,1.5,2
5321,11,1,-1,1,0.75,2
5322,11,1,1,1,1.25,2
5323,11,-1,-1,-1,0.5,2
5324,11,-1,1,-1,0.75,2
5325,11,1,1,-1,0.75,1
5326,11,-1,-1,-1,0.5,1
5327,11,1,-1,1,0.75,2
5328,11,1,1,-1,1.25,2
5329,11,1,-1,1,1.5,2
5330,11,1,-1,1,0.5,1
5331,11,1,1,-1,0.5,1
5332,11,-1,-1,-1,0.5,1
5333,11,1,1,-1,0.5,1
5334,11,1,1,1,1.25,1
5335,11,1,1,-1,0.5,2
5336,11,1,1,-1,1.5,2
5337,11,-1,-1,-1,1.25,2
5338,11,1,1,1,0.75,2
5339,11,-1,1,-1,1.5,2
5340,11,1,-1,1,0.75,2
5341,11,-1,-1,-1,1.25,2
5342,11,-1,1,-1,0.5,2
5343,11,1,1,-1,0.5,2
5344,11,-1,1,-1,0.5,2
5345,11,1,1,1,0.75,2
5346,11,1,-1,1,1.5,2
5347,11,-1,-1,-1,1.25,2
5348,11,1,1,-1,1.5,2
5349,11,1,1,-1,1.25,2
5350,11,-1,1,-1,0.5,2
5351,11,-1,-1,-1,1.5,2
5352,11,1,-1,1,1.5,2
5353,11,1,1,1,0.5,2
5354,11,-1,-1,-1,0.5,2
5355,11,1,1,1,0.75,2
5356,11,1,-1,1,0.5,2
5357,11,1,1,1,1.25,2
5358,11,1,1,1,1.25,2
5359,11,1,-1,1,1.25,2
5360,11,-1,1,-1,0.5,2
5361,11,1,-1,1,0.75,2
5362,11,-1,1,-1,0.5,2
5363,11,1,1,-1,1.5,2
5364,11,-1,1,-1,1.5,2
5365,11,1,-1,1,1.25,2
5366,11,1,1,1,0.75,2
5367,11,1,1,1,1.5,1
5368,11,-1,-1,1,1.5,1
5369,11,1,-1,1,0.5,1
5370,11,1,1,-1,1.25,1
5371,11,1,1,-1,1.5,1
5372,11,1,-1,1,0.5,1
5373,11,1,1,1,0.75,2
5374,11,1,1,1,1.25,2
5375,11,1,1,-1,0.5,1
5376,11,1,1,-1,1.5,1
5377,11,1,1,-1,0.5,1
5378,11,1,1,1,1.25,1
5379,11,1,1,1,1.5,2
5380,11,1,1,-1,1.25,2
5381,11,1,1,-1,1.25,2
5382,11,1,-1,1,1.5,2
5383,11,-1,-1,-1,1.5,2
5384,11,1,-1,1,0.5,2
5385,11,1,1,1,0.75,2
5386,11,-1,-1,-1,1.5,2
5387,11,1,-1,1,0.75,2
5388,11,1,-1,1,0.5,1
5389,11,1,1,-1,0.75,1
5390,11,1,1,-1,0.75,1
5391,11,1,1,1,1.25,2
5392,11,1,1,1,0.75,2
5393,11,-1,-1,-1,1.25,2
5394,11,1,1,1,0.75,2
5395,11,1,1,-1,1.25,2
5396,11,1,1,1,1.5,2
5397,11,1,1,1,0.75,2
5398,11,1,1,-1,1.25,2
5399,11,1,1,-1,1.25,2
5400,11,1,1,-1,1.5,2
5401,11,1,-1,1,1.25,2
5402,11,1,1,-1,1.5,2
5403,11,1,1,1,1.5,2
5404,11,-1,-1,-1,0.75,2
5405,11,-1,-1,-1,0.5,2
5406,11,-1,-1,-1,0.75,2
5407,11,1,-1,1,1.5,2
5408,11,1,-1,1,0.75,1
5409,11,-1,-1,-1,1.25,1
5410,11,1,1,-1,0.75,1
5411,11,-1,-1,-1,0.75,2
5412,11,1,1,1,1.25,2
5413,11,1,1,1,1.25,2
5414,11,1,1,-1,0.75,1
5415,11,1,1,1,0.75,1
5416,11,-1,-1,1,1.5,1
5417,11,1,1,-1,0.5,1
5418,11,1,-1,1,0.75,1
5419,11,-1,-1,-1,1.25,1
5420,11,-1,-1,-1,0.5,1
5421,11,1,1,-1,0.75,1
5422,11,1,1,1,1.25,1
5423,11,-1,1,-1,1.5,2
5424,11,1,-1,1,1.25,2
5425,11,-1,-1,-1,0.75,2
5426,11,-1,-1,-1,1.25,2
5427,11,-1,-1,-1,0.75,2
5428,11,1,1,1,1.5,2
5429,11,1,1,1,0.75,2
5430,11,1,1,1,0.75,2
5431,11,-1,-1,-1,1.25,2
5432,11,1,1,1,0.75,2
5433,11,1,-1,1,1.5,2
5434,11,1,-1,1,0.75,2
5435,11,1,-1,1,1.5,2
5436,11,-1,-1,-1,1.25,2
5437,11,-1,-1,-1,1.25,2
5438,11,-1,-1,-1,0.75,2
5439,11,1,-1,1,0.5,2
5440,11,1,-1,1,0.5,2
5441,11,1,1,1,1.5,2
5442,11,1,-1,1,0.5,1
5443,11,1,-1,1,0.5,1
5444,11,1,1,1,1.5,1
5445,11,1,1,1,0.5,1
5446,11,-1,-1,1,1.5,1
5447,11,1,1,-1,1.25,1
5448,11,1,1,1,0.75,1
5449,11,1,1,1,0.75,1
5450,11,1,1,-1,0.5,2
5451,11,1,1,1,1.5,2
5452,11,1,1,1,1.25,2
5453,11,-1,-1,-1,1.5,2
5454,11,-1,-1,1,1.5,1
5455,11,1,1,-1,1.5,1
5456,11,1,1,1,1.25,1
5457,11,1,1,-1,1.25,1
5458,11,1,1,-1,1.5,1
5459,11,1,1,1,0.5,1
5460,11,1,1,-1,0.5,1
5461,11,-1,1,-1,0.75,2
5462,11,1,-1,1,0.5,2
5463,11,1,1,1,0.75,2
5464,11,1,-1,1,0.5,2
5465,11,1,1,-1,1.5,2
5466,11,1,-1,1,0.75,2
5467,11,-1,-1,-1,0.5,2
5468,11,-1,-1,1,1.5,2
5469,11,1,1,-1,0.75,2
5470,11,1,1,1,0.5,2
5471,11,-1,1,-1,0.5,2
5472,11,1,1,1,0.75,2
5473,11,1,1,-1,1.25,2
5474,11,1,-1,1,0.5,2
5475,11,1,-1,1,0.75,2
5476,11,1,1,-1,1.25,2
5477,11,-1,-1,-1,1.5,2
5478,11,-1,-1,-1,0.5,2
5479,11,-1,-1,-1,0.75,2
5480,11,1,1,1,0.75,2
5481,11,1,1,-1,1.5,2
5482,11,-1,1,-1,0.75,2
5483,11,-1,-1,-1,0.75,2
5484,11,-1,-1,-1,1.25,2
5485,11,1,-1,1,1.25,2
5486,11,1,1,-1,1.5,2
5487,11,1,1,-1,1.25,2
5488,11,1,1,1,1.5,2
5489,11,-1,1,-1,0.75,2
5490,11,-1,-1,1,1.5,2
5491,11,1,1,1,1.5,2
5492,11,1,-1,1,1.25,2
5493,11,1,-1,1,0.75,1
5494,11,1,1,-1,1.5,1
5495,11,1,1,1,1.25,2
5496,11,1,1,1,0.75,2
5497,11,1,1,1,1.5,2
5498,11,1,-1,1,1.25,2
5499,11,1,1,1,0.5,2
5500,12,1,1,0,1.25,1
5501,12,1,1,1,0.75,2
5502,12,1,1,1,1.5,2
5503,12,-1,-1,-1,1.25,1
5504,12,-1,-1,-1,0.75,1
5505,12,1,1,-1,0.5,1
5506,12,-1,-1,1,1.25,1
5507,12,1,1,-1,1.25,1
5508,12,1,1,-1,1.5,1
5509,12,1,1,-1,1.25,1
5510,12,1,1,-1,1.25,1
5511,12,1,1,-1,1.5,1
5512,12,1,-1,1,0.5,1
5513,12,1,1,1,1.25,1
5514,12,1,-1,1,0.75,1
5515,12,1,1,1,1.5,2
5516,12,1,-1,1,0.75,2
5517,12,1,1,1,0.5,2
5518,12,-1,-1,-1,0.5,2
5519,12,-1,-1,1,1.25,1
5520,12,-1,-1,1,1.5,1
5521,12,-1,-1,1,1.25,1
5522,12,1,-1,1,0.75,1
5523,12,1,1,1,1.5,1
5524,12,1,-1,-1,0.5,1
5525,12,1,1,1,1.25,1
5526,12,1,1,1,0.75,1
5527,12,-1,-1,1,1.25,1
5528,12,1,1,-1,1.25,1
5529,12,-1,-1,1,1.25,1
5530,12,-1,-1,-1,1.25,1
5531,12,-1,-1,1,1.5,1
5532,12,-1,-1,-1,0.75,1
5533,12,1,1,1,0.75,2
5534,12,1,1,1,1.25,2
5535,12,1,-1,1,1.5,2
5536,12,-1,-1,-1,1.5,2
5537,12,1,1,1,1.5,2
5538,12,-1,-1,-1,0.75,2
5539,12,-1,-1,-1,0.5,2
5540,12,-1,1,-1,1.25,2
5541,12,1,-1,1,1.25,2
5542,12,-1,-1,-1,0.75,2
5543,12,1,1,1,1.25,2
5544,12,-1,-1,-1,1.5,2
5545,12,1,-1,1,1.25,2
5546,12,-1,1,-1,1.25,2
5547,12,1,1,-1,0.75,2
5548,12,-1,-1,-1,1.5,2
5549,12,-1,1,-1,0.75,2
5550,12,-1,-1,-1,1.5,2
5551,12,-1,-1,-1,0.75,2
5552,12,1,-1,1,0.75,2
5553,12,1,1,-1,0.75,1
5554,12,-1,-1,-1,0.75,1
5555,12,-1,-1,-1,1.5,1
5556,12,1,1,1,0.75,1
5557,12,1,1,-1,0.75,1
5558,12,-1,-1,-1,0.5,1
5559,12,1,1,1,0.75,1
5560,12,1,1,1,0.5,1
5561,12,1,1,-1,1.25,1
5562,12,-1,-1,-1,0.75,1
5563,12,1,1,1,1.5,1
5564,12,-1,-1,-1,1.5,1
5565,12,1,-1,1,0.75,2
5566,12,1,1,1,1.25,2
5567,12,-1,1,-1,0.5,1
5568,12,-1,-1,-1,1.25,1
5569,12,-1,-1,-1,1.25,1
5570,12,-1,-1,1,1.5,1
5571,12,-1,-1,-1,0.75,1
5572,12,-1,-1,1,0.5,1
5573,12,-1,1,-1,0.5,2
5574,12,1,-1,1,0.75,2
5575,12,-1,-1,-1,0.75,2
5576,12,-1,1,-1,0.75,2
5577,12,1,-1,1,0.5,2
5578,12,1,-1,1,1.25,2
5579,12,1,-1,1,0.5,2
5580,12,1,1,-1,1.25,2
5581,12,1,-1,1,0.5,2
5582,12,-1,1,-1,0.75,2
5583,12,1,1,-1,1.25,2
5584,12,1,-1,1,1.5,2
5585,12,1,-1,1,0.5,2
5586,12,1,1,1,0.75,2
5587,12,-1,-1,-1,1.25,1
5588,12,1,-1,1,0.75,1
5589,12,1,-1,1,0.75,1
5590,12,-1,-1,-1,1.5,2
5591,12,1,-1,1,0.5,2
5592,12,1,1,1,0.5,2
5593,12,1,1,-1,1.5,2
5594,12,-1,1,-1,0.5,2
5595,12,1,-1,1,0.5,2
5596,12,1,-1,1,1.25,2
5597,12,-1,-1,-1,1.5,2
5598,12,-1,-1,-1,0.5,2
5599,12,-1,-1,-1,0.75,2
5600,12,1,1,-1,1.5,2
5601,12,-1,-1,-1,1.5,2
5602,12,1,1,1,0.5,2
5603,12,-1,-1,-1,0.75,2
5604,12,1,-1,1,1.5,2
5605,12,-1,-1,-1,0.75,2
5606,12,1,1,1,1.25,2
5607,12,-1,1,-1,0.75,2
5608,12,-1,1,-1,0.75,2
5609,12,-1,1,-1,0.75,2
5610,12,-1,-1,-1,1.25,2
5611,12,1,1,1,0.75,2
5612,12,1,1,1,1.25,2
5613,12,1,1,1,0.75,2
5614,12,-1,-1,-1,0.75,2
5615,12,1,1,1,0.75,2
5616,12,-1,-1,-1,1.5,2
5617,12,1,1,1,0.5,2
5618,12,1,-1,1,0.75,1
5619,12,1,1,-1,1.5,1
5620,12,-1,-1,1,1.5,1
5621,12,1,1,1,0.5,1
5622,12,-1,-1,-1,0.5,1
5623,12,-1,-1,1,0.75,1
5624,12,1,1,1,0.5,1
5625,12,1,1,1,1.5,1
5626,12,-1,-1,-1,1.5,1
5627,12,-1,-1,-1,0.75,2
5628,12,1,-1,1,1.25,2
5629,12,1,-1,1,0.75,2
5630,12,1,-1,1,1.25,2
5631,12,1,-1,1,0.75,2
5632,12,1,-1,1,1.5,2
5633,12,-1,1,-1,0.75,2
5634,12,1,-1,1,1.5,2
5635,12,-1,-1,1,1.5,1
5636,12,-1,-1,-1,1.5,2
5637,12,1,1,1,1.25,2
5638,12,1,-1,1,1.25,2
5639,12,-1,-1,-1,0.5,2
5640,12,1,1,1,0.5,2
5641,12,1,1,-1,0.75,2
5642,12,1,1,1,0.75,2
5643,12,1,-1,1,1.5,2
5644,12,1,1,1,1.5,2
5645,12,1,1,1,0.75,2
5646,12,-1,-1,-1,1.25,1
5647,12,-1,-1,1,1.5,1
5648,12,1,1,-1,1.25,1
5649,12,1,1,1,1.25,1
5650,12,-1,-1,-1,0.5,1
5651,12,1,-1,1,0.5,1
5652,12,-1,-1,-1,1.25,1
5653,12,1,1,1,1.5,1
5654,12,-1,-1,-1,1.5,1
5655,12,-1,-1,-1,1.5,1
5656,12,1,-1,1,0.5,1
5657,12,1,1,1,1.25,2
5658,12,1,1,-1,1.25,2
5659,12,1,-1,1,1.25,2
5660,12,-1,1,-1,1.25,2
5661,12,1,1,1,0.75,2
5662,12,1,-1,1,0.5,2
5663,12,1,1,1,0.5,2
5664,12,1,-1,1,0.75,2
5665,12,1,1,1,0.5,2
5666,12,1,1,1,1.5,2
5667,12,1,1,1,0.75,2
5668,12,1,-1,1,0.75,2
5669,12,1,-1,1,0.5,2
5670,12,1,1,-1,0.75,2
5671,12,-1,1,-1,1.25,2
5672,12,-1,-1,-1,0.75,2
5673,12,1,-1,1,0.5,1
5674,12,-1,-1,-1,1.5,1
5675,12,1,1,1,1.5,1
5676,12,-1,-1,-1,0.75,1
5677,12,1,-1,1,0.75,1
5678,12,1,1,1,0.5,1
5679,12,-1,-1,-1,1.5,1
5680,12,-1,-1,-1,0.5,1
5681,12,1,1,-1,1.25,1
5682,12,-1,-1,1,0.5,1
5683,12,-1,-1,-1,0.5,1
5684,12,1,1,-1,1.5,2
5685,12,1,1,-1,0.5,1
5686,12,1,1,1,1.5,1
5687,12,-1,-1,1,0.75,1
5688,12,1,1,1,0.5,1
5689,12,1,1,-1,1.5,1
5690,12,-1,-1,-1,1.5,1
5691,12,-1,-1,1,1.25,1
5692,12,1,-1,1,0.75,1
5693,12,1,-1,1,0.5,2
5694,12,-1,-1,-1,0.75,1
5695,12,1,1,1,1.25,1
5696,12,1,1,1,1.5,1
5697,12,1,1,-1,0.75,1
5698,12,-1,-1,1,1.5,1
5699,12,1,1,-1,1.5,1
5700,12,-1,-1,1,1.5,1
5701,12,1,1,1,0.75,1
5702,12,-1,-1,1,1.5,1
5703,12,1,1,1,0.5,1
5704,12,-1,1,-1,0.75,2
5705,12,1,-1,1,0.5,2
5706,12,-1,-1,-1,1.25,2
5707,12,1,-1,1,0.75,2
5708,12,1,-1,1,0.5,2
5709,12,-1,-1,-1,1.5,2
5710,12,1,1,-1,1.25,2
5711,12,1,-1,1,0.75,2
5712,12,-1,-1,-1,1.5,2
5713,12,1,1,1,1.25,2
5714,12,1,1,-1,0.75,2
5715,12,-1,1,-1,0.5,2
5716,12,1,-1,1,0.5,2
5717,12,-1,-1,-1,0.5,2
5718,12,-1,1,-1,1.5,2
5719,12,-1,1,-1,0.75,2
5720,12,1,1,1,0.75,2
5721,12,1,-1,1,1.25,2
5722,12,1,-1,1,1.5,2
5723,12,1,1,1,0.75,1
5724,12,1,1,-1,1.25,2
5725,12,1,-1,1,1.5,2
5726,12,1,1,1,1.25,2
5727,12,1,1,-1,1.5,2
5728,12,1,1,1,0.5,2
5729,12,1,1,1,1.25,2
5730,12,1,-1,1,1.25,2
5731,12,1,1,1,0.5,2
5732,12,-1,1,-1,0.5,2
5733,12,-1,-1,-1,0.5,1
5734,12,1,1,-1,0.5,1
5735,12,1,1,1,1.5,1
5736,12,-1,-1,-1,1.5,1
5737,12,-1,-1,1,0.75,1
5738,12,1,1,1,0.5,1
5739,12,-1,-1,-1,0.75,1
5740,12,1,-1,1,0.5,1
5741,12,1,1,1,0.5,1
5742,12,1,1,1,1.25,1
5743,12,-1,-1,1,0.75,1
5744,12,1,-1,1,1.25,2
5745,12,-1,1,-1,0.75,2
5746,12,1,1,-1,1.25,2
5747,12,1,-1,1,1.5,2
5748,12,1,1,1,0.5,1
5749,12,1,-1,1,0.75,1
5750,12,-1,-1,-1,0.75,1
5751,12,1,1,1,1.25,1
5752,12,1,-1,1,0.5,1
5753,12,-1,-1,-1,0.75,1
5754,12,1,1,-1,0.5,1
5755,12,1,1,-1,1.5,1
5756,12,1,1,-1,0.75,1
5757,12,1,1,1,1.25,2
5758,12,-1,1,-1,0.5,1
5759,12,1,-1,1,0.5,1
5760,12,1,1,-1,1.5,1
5761,12,-1,-1,1,1.5,1
5762,12,-1,-1,-1,0.5,1
5763,12,-1,-1,-1,0.75,1
5764,12,1,1,-1,0.5,1
5765,12,1,-1,1,0.5,1
5766,12,1,1,-1,0.5,1
5767,12,-1,-1,1,1.5,1
5768,12,1,1,-1,0.75,1
5769,12,1,1,-1,0.75,1
5770,12,1,1,1,1.25,1
5771,12,1,1,-1,0.75,1
5772,12,1,-1,1,1.25,1
5773,12,-1,-1,1,1.5,1
5774,12,1,1,1,1.25,1
5775,12,1,1,-1,1.5,1
5776,12,1,1,1,1.5,2
5777,12,1,1,-1,0.5,1
5778,12,-1,-1,1,1.25,1
5779,12,-1,-1,-1,0.75,1
5780,12,1,1,-1,1.5,1
5781,12,-1,-1,1,1.25,1
5782,12,1,1,1,1.25,2
5783,12,1,1,1,0.5,1
5784,12,1,-1,1,1.25,1
5785,12,1,1,-1,0.75,1
5786,12,1,1,1,0.75,1
5787,12,-1,-1,-1,0.5,1
5788,12,-1,-1,-1,1.5,1
5789,12,-1,-1,-1,1.5,1
5790,12,-1,-1,1,1.5,1
5791,12,-1,-1,-1,1.25,1
5792,12,-1,-1,-1,0.75,1
5793,12,1,1,1,0.5,1
5794,12,1,-1,1,0.5,2
5795,12,1,1,-1,1.25,1
5796,12,-1,-1,-1,0.75,1
5797,12,1,1,1,0.5,1
5798,12,1,-1,1,0.75,2
5799,12,1,1,1,0.5,1
5800,12,1,1,1,1.5,1
5801,12,1,-1,1,0.75,1
5802,12,1,1,-1,1.5,1
5803,12,1,1,1,1.25,1
5804,12,1,1,1,1.5,1
5805,12,1,1,-1,1.25,1
5806,12,1,-1,1,0.75,1
5807,12,-1,-1,1,1.25,1
5808,12,-1,-1,1,1.5,1
5809,12,1,1,-1,0.5,1
5810,12,-1,-1,-1,0.75,1
5811,12,-1,-1,-1,0.5,1
5812,12,-1,-1,-1,1.25,1
5813,12,-1,-1,-1,1.25,1
5814,12,1,-1,1,0.5,1
5815,12,-1,-1,-1,1.25,1
5816,12,1,1,-1,0.5,1
5817,12,1,1,-1,1.25,2
5818,12,-1,1,-1,0.5,2
5819,12,-1,1,-1,0.75,2
5820,12,1,1,1,0.75,2
5821,12,1,1,1,1.5,2
5822,12,1,1,1,0.5,2
5823,12,1,-1,1,1.5,2
5824,12,-1,-1,-1,1.25,2
5825,12,1,1,-1,1.25,2
5826,12,1,-1,1,1.25,2
5827,12,-1,1,-1,0.5,2
5828,12,-1,1,-1,0.75,2
5829,12,1,-1,1,0.75,2
5830,12,1,1,1,0.5,2
5831,12,1,-1,1,0.75,2
5832,12,-1,-1,-1,1.25,2
5833,12,1,1,1,1.25,2
5834,12,1,-1,1,0.75,2
5835,12,1,-1,1,0.75,2
5836,12,-1,1,-1,0.75,2
5837,12,1,-1,1,0.75,2
5838,12,1,1,1,1.25,2
5839,12,-1,-1,-1,0.75,2
5840,12,-1,-1,-1,0.5,2
5841,12,1,1,1,1.5,2
5842,12,-1,1,-1,0.5,2
5843,12,1,1,1,0.75,2
5844,12,-1,-1,-1,1.25,2
5845,12,1,1,1,1.25,2
5846,12,-1,-1,-1,0.5,2
5847,12,1,-1,1,1.25,2
5848,12,-1,-1,-1,0.75,2
5849,12,-1,-1,-1,0.75,2
5850,12,1,1,-1,0.75,2
5851,12,-1,-1,1,1.5,1
5852,12,1,-1,1,1.5,1
5853,12,1,1,1,1.5,1
5854,12,1,1,1,1.5,1
5855,12,-1,-1,1,0.75,1
5856,12,-1,-1,1,1.5,1
5857,12,1,1,1,0.75,1
5858,12,1,1,1,0.5,2
5859,12,-1,-1,-1,0.75,2
5860,12,1,-1,1,1.25,2
5861,12,-1,1,-1,0.75,2
5862,12,-1,-1,-1,1.25,2
5863,12,-1,-1,-1,1.5,2
5864,12,-1,1,-1,1.5,2
5865,12,-1,-1,-1,0.75,2
5866,12,-1,-1,-1,0.5,2
5867,12,-1,-1,-1,0.5,2
5868,12,-1,-1,1,0.75,1
5869,12,1,1,-1,0.75,2
5870,12,1,-1,1,0.75,2
5871,12,-1,-1,-1,0.75,2
5872,12,1,1,1,0.5,2
5873,12,-1,-1,-1,1.5,2
5874,12,1,-1,1,1.25,2
5875,12,1,1,1,1.5,2
5876,12,1,1,1,1.25,2
5877,12,-1,1,-1,0.5,2
5878,12,1,-1,1,1.25,2
5879,12,-1,1,-1,0.75,2
5880,12,-1,-1,-1,1.5,2
5881,12,1,1,1,0.75,2
5882,12,1,1,1,1.25,2
5883,12,1,1,-1,1.25,2
5884,12,1,1,-1,1.25,2
5885,12,1,1,1,0.75,2
5886,12,1,1,1,0.5,2
5887,12,-1,1,-1,0.75,2
5888,12,-1,-1,-1,0.75,2
5889,12,-1,-1,-1,0.75,2
5890,12,1,1,1,1.25,2
5891,12,-1,-1,-1,1.25,2
5892,12,-1,1,-1,1.25,2
5893,12,1,1,1,0.5,2
5894,12,-1,-1,-1,0.5,2
5895,12,1,1,1,0.5,2
5896,12,1,-1,1,1.5,2
5897,12,1,-1,1,1.5,2
5898,12,1,1,-1,1.25,2
5899,12,1,1,1,0.75,1
5900,12,-1,-1,-1,0.75,1
5901,12,-1,-1,-1,0.5,1
5902,12,1,-1,1,0.5,1
5903,12,-1,-1,-1,0.5,1
5904,12,-1,-1,1,1.5,1
5905,12,1,1,1,1.5,1
5906,12,-1,-1,1,1.5,1
5907,12,1,1,-1,1.5,1
5908,12,1,1,1,1.25,1
5909,12,1,1,1,0.5,2
5910,12,-1,-1,-1,0.5,2
5911,12,1,1,-1,1.5,2
5912,12,1,1,-1,1.25,2
5913,12,1,1,-1,1.5,2
5914,12,-1,-1,-1,1.5,2
5915,12,-1,-1,-1,1.25,2
5916,12,1,1,1,1.5,2
5917,12,1,1,1,1.5,2
5918,12,1,-1,1,0.75,2
5919,12,-1,1,-1,0.5,2
5920,12,-1,1,-1,0.75,2
5921,12,1,1,1,0.5,2
5922,12,1,1,1,0.5,2
5923,12,-1,1,-1,0.5,2
5924,12,1,1,1,0.75,2
5925,12,1,1,1,0.75,2
5926,12,1,1,1,0.5,2
5927,12,1,1,-1,1.5,2
5928,12,1,1,1,0.5,2
5929,12,1,-1,1,1.25,2
5930,12,1,1,-1,0.75,2
5931,12,1,1,1,0.75,2
5932,12,1,1,-1,1.25,2
5933,12,-1,-1,-1,0.75,2
5934,12,1,-1,1,1.25,2
5935,12,-1,1,-1,0.75,2
5936,12,1,1,1,0.75,2
5937,12,1,-1,1,0.5,2
5938,12,1,1,1,1.25,2
5939,12,1,-1,1,1.25,1
5940,12,-1,-1,1,1.25,1
5941,12,1,-1,1,0.75,1
5942,12,1,1,-1,1.25,1
5943,12,1,1,-1,0.75,1
5944,12,1,1,-1,0.5,1
5945,12,-1,-1,-1,0.5,1
5946,12,-1,-1,-1,1.5,1
5947,12,1,1,-1,0.5,1
5948,12,1,1,-1,0.75,1
5949,12,1,1,1,0.5,1
5950,12,1,1,1,0.5,1
5951,12,1,1,-1,1.5,1
5952,12,-1,-1,1,1.25,1
5953,12,-1,-1,-1,1.5,2
5954,12,1,-1,1,1.25,2
5955,12,-1,-1,-1,1.5,2
5956,12,-1,-1,-1,0.5,1
5957,12,1,-1,1,0.75,1
5958,12,1,1,1,1.5,1
5959,12,-1,-1,-1,0.5,1
5960,12,1,1,-1,0.5,1
5961,12,-1,-1,-1,0.5,1
5962,12,1,1,-1,0.5,1
5963,12,1,-1,1,0.5,1
5964,12,-1,-1,1,1.5,1
5965,12,1,1,1,0.5,1
5966,12,-1,-1,1,0.5,1
5967,12,-1,-1,-1,1.5,1
5968,12,-1,-1,-1,0.75,1
5969,12,1,1,-1,0.75,2
5970,12,-1,-1,-1,0.5,2
5971,12,-1,1,-1,0.5,2
5972,12,1,-1,1,1.5,2
5973,12,1,-1,1,1.25,2
5974,12,1,1,1,1.25,2
5975,12,1,1,1,0.5,1
5976,12,-1,-1,1,1.5,1
5977,12,-1,-1,-1,1.25,1
5978,12,1,1,-1,1.5,1
5979,12,1,1,-1,0.5,1
5980,12,1,1,1,1.25,1
5981,12,1,1,-1,0.75,1
5982,12,-1,-1,-1,0.75,1
5983,12,-1,-1,-1,1.5,1
5984,12,1,1,-1,1.5,1
5985,12,1,1,-1,1.25,1
5986,12,-1,-1,1,1.5,1
5987,12,1,-1,1,0.5,1
5988,12,-1,-1,-1,0.75,1
5989,12,-1,-1,1,1.25,1
5990,12,1,1,-1,0.75,1
5991,12,1,1,1,0.5,1
5992,12,1,1,1,1.25,1
5993,12,-1,-1,-1,1.25,1
5994,12,1,-1,1,1.25,2
5995,12,-1,1,-1,0.75,2
5996,12,1,-1,1,1.25,2
5997,12,1,1,1,0.5,2
