obs,resp,stimulus,previous,contrast,state
10,1,1,1,0.1,2
10,1,1,1,0.01,2
10,-1,1,1,0.01,2
10,-1,-1,1,0.01,2
10,-1,1,1,0.1,2
10,1,-1,1,0.02,2
10,1,-1,1,0.01,2
10,1,-1,1,0.1,2
10,1,-1,-1,0.1,2
10,-1,-1,-1,0.01,2
10,1,1,1,0.01,1
10,1,-1,1,0.02,1
10,1,1,-1,0.02,2
10,-1,1,1,0.01,2
10,1,1,1,0.1,2
10,1,1,1,0.01,1
10,-1,1,-1,0.02,1
10,1,1,1,0.05,1
10,1,1,-1,0.05,1
10,-1,-1,-1,0.1,1
10,1,-1,1,0.1,1
10,1,1,1,0.02,1
10,-1,1,-1,0.1,1
10,1,1,1,0.05,1
10,1,1,1,0.01,1
10,-1,-1,-1,0.02,1
10,-1,-1,1,0.01,1
10,-1,1,-1,0.01,1
10,-1,1,-1,0.01,1
10,-1,1,-1,0.05,1
10,1,-1,1,0.02,1
10,-1,-1,-1,0.02,1
10,-1,1,-1,0.1,1
10,-1,1,-1,0.05,1
10,-1,-1,-1,0.05,1
10,-1,1,-1,0.1,1
10,-1,-1,-1,0.01,1
10,-1,-1,-1,0.02,1
10,-1,-1,-1,0.02,1
10,1,-1,1,0.02,1
10,1,1,1,0.02,1
10,-1,-1,1,0.02,2
10,-1,1,-1,0.1,2
10,-1,1,-1,0.01,2
10,-1,-1,-1,0.01,2
10,1,-1,-1,0.1,2
10,-1,-1,-1,0.01,2
10,-1,1,1,0.05,2
10,1,-1,-1,0.1,2
10,1,1,-1,0.02,2
10,1,1,-1,0.02,2
10,-1,-1,1,0.02,2
10,-1,1,-1,0.1,2
10,-1,-1,-1,0.1,2
10,1,-1,-1,0.01,2
10,-1,-1,-1,0.1,2
10,1,1,1,0.02,2
10,-1,1,-1,0.1,2
10,1,-1,-1,0.05,2
11,1,-1,0,0.02,2
11,-1,-1,1,0.05,2
11,-1,-1,1,0.01,2
11,-1,-1,-1,0.02,2
11,1,-1,-1,0.01,2
11,-1,-1,-1,0.05,2
11,1,1,-1,0.05,2
11,-1,-1,1,0.1,2
11,-1,1,1,0.05,2
11,-1,-1,-1,0.1,2
11,1,1,1,0.05,2
11,1,-1,-1,0.02,2
11,1,-1,1,0.01,2
11,1,1,-1,0.05,2
11,-1,1,1,0.1,2
11,1,-1,1,0.02,2
11,-1,-1,-1,0.01,1
11,1,-1,1,0.02,1
11,1,1,1,0.01,1
11,1,1,1,0.05,1
11,-1,-1,-1,0.1,1
11,1,-1,-1,0.01,1
11,1,-1,1,0.05,1
11,1,-1,-1,0.02,1
11,-1,1,1,0.02,2
11,-1,-1,-1,0.05,2
11,-1,-1,-1,0.05,2
11,-1,1,1,0.05,2
11,1,1,-1,0.05,2
11,1,-1,1,0.02,2
11,1,1,-1,0.05,2
11,1,1,1,0.1,2
11,-1,1,-1,0.01,2
11,1,1,-1,0.1,2
11,-1,1,-1,0.01,2
11,-1,-1,1,0.1,2
11,1,-1,1,0.05,2
11,-1,1,1,0.1,2
11,-1,1,1,0.1,2
11,-1,-1,1,0.05,2
11,-1,1,1,0.05,1
11,1,1,-1,0.1,1
11,1,-1,1,0.1,1
11,1,1,-1,0.02,2
11,-1,-1,1,0.01,2
11,1,1,-1,0.02,1
11,1,1,1,0.1,1
11,-1,-1,-1,0.02,1
11,1,-1,1,0.01,1
11,-1,-1,-1,0.01,1
11,1,1,1,0.05,1
11,1,-1,1,0.1,1
11,1,1,1,0.05,1
11,-1,1,1,0.02,1
11,-1,1,-1,0.02,1
11,1,1,-1,0.05,1
11,1,-1,1,0.02,1
11,1,-1,-1,0.01,1
11,1,1,1,0.01,1
11,-1,1,1,0.1,2
11,1,1,-1,0.05,2
11,-1,1,1,0.05,2
11,-1,1,1,0.02,2
11,1,-1,1,0.01,2
11,-1,-1,-1,0.02,2
11,-1,1,1,0.02,2
11,-1,1,1,0.02,2
11,1,-1,1,0.02,2
11,-1,-1,-1,0.02,2
11,-1,1,1,0.01,2
11,1,1,-1,0.05,1
11,-1,-1,-1,0.1,1
11,1,-1,1,0.05,1
11,1,-1,1,0.05,1
11,1,-1,1,0.05,1
11,-1,-1,1,0.01,1
11,1,1,1,0.05,2
11,1,-1,-1,0.1,2
11,-1,-1,1,0.1,2
11,1,-1,-1,0.02,2
11,-1,1,-1,0.05,2
11,-1,-1,1,0.1,2
11,-1,-1,1,0.1,1
11,-1,1,-1,0.01,1
11,-1,-1,-1,0.02,1
11,1,-1,-1,0.1,2
11,1,-1,1,0.01,1
11,-1,1,-1,0.02,1
11,1,1,1,0.01,1
11,-1,1,1,0.02,1
11,-1,1,-1,0.02,1
11,1,1,1,0.1,1
11,-1,-1,-1,0.1,2
11,-1,-1,-1,0.1,2
11,1,1,-1,0.01,2
11,1,1,-1,0.05,2
11,-1,1,-1,0.01,2
11,1,-1,1,0.02,2
11,-1,-1,1,0.02,2
11,-1,1,1,0.1,2
11,-1,-1,-1,0.01,2
11,-1,1,-1,0.01,2
11,-1,1,-1,0.02,2
11,-1,-1,1,0.05,2
11,-1,-1,1,0.05,2
11,1,-1,-1,0.05,2
11,1,1,-1,0.05,2
11,1,-1,-1,0.01,2
11,1,1,-1,0.1,2
11,1,-1,1,0.05,2
11,1,-1,1,0.1,2
11,-1,-1,-1,0.05,2
11,1,-1,-1,0.02,2
11,-1,-1,1,0.1,2
11,-1,1,-1,0.02,1
11,1,1,1,0.01,1
11,1,-1,1,0.05,1
11,1,-1,1,0.1,1
11,1,-1,-1,0.01,2
11,-1,1,-1,0.05,2
11,-1,1,1,0.05,2
11,1,1,1,0.05,1
11,1,-1,-1,0.05,1
11,1,-1,-1,0.01,2
11,1,1,-1,0.05,2
11,-1,-1,1,0.05,2
11,1,1,1,0.01,2
11,1,-1,-1,0.01,1
11,-1,1,-1,0.01,1
11,-1,1,-1,0.05,1
11,1,-1,1,0.02,1
11,1,1,1,0.05,1
11,1,1,1,0.1,1
11,-1,1,1,0.1,2
11,1,1,1,0.1,1
11,1,-1,1,0.02,1
11,-1,1,-1,0.02,1
11,1,-1,1,0.05,2
11,-1,-1,-1,0.02,1
11,1,1,-1,0.02,1
11,-1,-1,-1,0.1,1
11,1,-1,1,0.01,1
11,1,1,-1,0.02,1
11,1,-1,1,0.01,1
11,1,1,1,0.05,2
11,1,-1,1,0.02,1
11,-1,1,-1,0.1,2
11,1,-1,1,0.05,1
11,1,-1,1,0.01,1
11,-1,1,1,0.1,2
11,-1,1,-1,0.1,2
11,1,1,-1,0.01,2
11,1,1,-1,0.02,2
11,-1,-1,1,0.1,2
11,1,1,1,0.1,2
11,1,1,1,0.1,2
11,-1,1,-1,0.05,2
11,1,-1,-1,0.02,2
11,1,1,1,0.01,2
11,-1,1,1,0.02,2
11,-1,-1,1,0.1,2
11,-1,-1,1,0.01,2
11,1,-1,1,0.1,2
11,-1,-1,1,0.01,2
11,-1,1,1,0.05,2
11,-1,1,-1,0.01,2
11,-1,1,1,0.02,2
11,-1,-1,-1,0.05,2
11,1,-1,-1,0.01,2
11,1,-1,1,0.05,1
11,1,1,1,0.02,1
11,-1,-1,-1,0.01,1
11,-1,-1,-1,0.1,1
11,-1,1,-1,0.1,1
11,1,-1,1,0.05,1
11,-1,1,-1,0.01,1
11,-1,-1,-1,0.05,1
11,-1,-1,-1,0.05,1
11,-1,1,1,0.02,1
11,1,-1,1,0.1,1
11,1,1,1,0.02,1
11,1,-1,1,0.01,1
11,1,1,1,0.05,1
11,1,1,1,0.01,1
11,1,-1,-1,0.1,1
11,1,-1,1,0.02,1
11,1,1,1,0.02,1
11,-1,1,-1,0.05,2
11,1,-1,1,0.01,2
11,-1,1,1,0.02,2
11,-1,1,1,0.1,2
11,1,-1,1,0.01,2
11,1,-1,1,0.1,2
11,1,-1,-1,0.1,2
11,1,-1,-1,0.1,2
11,-1,-1,-1,0.02,2
11,-1,-1,1,0.1,1
11,1,-1,1,0.01,1
11,1,-1,1,0.1,1
11,1,1,1,0.1,1
11,-1,1,-1,0.05,1
11,-1,1,-1,0.1,1
11,1,-1,1,0.02,1
11,1,1,1,0.01,1
11,1,1,-1,0.05,2
11,1,-1,-1,0.01,2
11,-1,-1,1,0.05,1
11,1,-1,1,0.1,1
11,-1,-1,1,0.1,1
11,-1,1,-1,0.1,1
11,1,-1,1,0.05,1
11,1,1,1,0.01,1
11,1,1,-1,0.05,1
11,1,-1,-1,0.02,1
11,1,-1,1,0.02,1
11,-1,1,-1,0.02,1
11,1,1,1,0.05,1
11,1,-1,1,0.1,1
11,1,1,1,0.1,2
11,-1,-1,-1,0.02,2
11,1,-1,1,0.1,1
11,-1,1,1,0.01,1
11,-1,1,-1,0.05,2
11,1,-1,1,0.05,2
11,1,1,1,0.1,2
11,-1,-1,1,0.02,2
11,1,1,1,0.1,2
11,1,1,-1,0.05,2
11,1,-1,1,0.01,2
11,-1,-1,-1,0.05,1
11,-1,1,-1,0.02,1
11,-1,1,-1,0.05,1
11,1,1,1,0.05,1
11,-1,1,-1,0.05,1
11,1,1,1,0.01,1
11,-1,1,-1,0.1,1
11,1,-1,1,0.1,2
11,1,-1,1,0.02,2
11,1,1,1,0.05,2
11,1,1,1,0.01,2
11,1,-1,-1,0.05,2
11,-1,1,1,0.05,2
11,1,1,-1,0.1,2
11,-1,1,-1,0.01,1
11,1,1,1,0.02,2
11,1,-1,1,0.01,1
11,-1,-1,-1,0.02,1
11,-1,-1,-1,0.1,1
11,1,1,-1,0.05,2
11,1,-1,1,0.05,2
11,-1,-1,-1,0.05,1
11,-1,1,-1,0.02,1
11,-1,-1,-1,0.02,1
11,-1,-1,-1,0.1,1
11,-1,-1,1,0.05,1
11,1,1,1,0.1,1
11,-1,-1,1,0.05,1
11,-1,1,-1,0.01,1
11,-1,-1,-1,0.1,1
11,1,1,1,0.05,1
11,-1,-1,-1,0.1,1
11,-1,-1,-1,0.01,1
11,-1,-1,-1,0.01,1
11,1,-1,1,0.1,1
11,1,-1,1,0.1,1
11,-1,-1,-1,0.1,1
11,1,1,1,0.05,2
11,-1,-1,1,0.02,2
11,1,1,-1,0.1,2
11,-1,1,-1,0.05,1
11,-1,-1,-1,0.02,1
11,1,-1,1,0.05,1
11,-1,1,-1,0.05,1
11,-1,-1,-1,0.1,1
11,-1,-1,-1,0.01,1
11,1,1,-1,0.02,1
11,1,-1,1,0.05,1
11,1,1,-1,0.1,2
11,1,-1,-1,0.02,2
11,-1,1,-1,0.05,1
11,-1,1,-1,0.1,1
11,-1,1,1,0.1,1
11,1,1,1,0.1,1
11,1,1,1,0.1,1
11,-1,1,-1,0.02,1
11,-1,-1,-1,0.05,1
11,-1,1,-1,0.1,1
11,1,1,-1,0.02,2
11,-1,-1,-1,0.02,1
11,-1,-1,-1,0.01,1
11,1,1,-1,0.01,1
11,1,-1,1,0.01,1
11,-1,-1,-1,0.01,1
11,1,1,-1,0.1,1
11,1,1,1,0.1,1
11,-1,-1,-1,0.02,2
11,-1,-1,-1,0.05,2
11,1,1,-1,0.01,2
11,-1,1,1,0.02,2
11,-1,-1,1,0.02,2
11,-1,-1,1,0.01,2
11,1,-1,1,0.1,2
11,1,1,-1,0.02,2
11,-1,-1,-1,0.05,2
11,-1,-1,-1,0.1,2
11,-1,1,1,0.02,2
11,1,-1,-1,0.01,2
11,1,1,-1,0.1,2
11,-1,1,1,0.01,2
11,1,1,1,0.02,2
11,-1,-1,-1,0.02,2
11,-1,-1,1,0.01,2
11,-1,-1,-1,0.1,2
11,-1,1,-1,0.05,2
11,-1,-1,-1,0.02,2
11,-1,-1,1,0.1,2
11,-1,-1,-1,0.01,2
11,-1,-1,1,0.02,2
11,-1,1,-1,0.05,1
11,-1,-1,-1,0.01,1
11,1,-1,1,0.1,1
11,-1,1,1,0.1,1
11,-1,-1,-1,0.01,1
11,1,1,-1,0.1,1
11,1,-1,1,0.01,1
11,-1,1,-1,0.01,1
11,1,1,1,0.1,1
11,-1,1,1,0.05,1
11,1,-1,1,0.01,1
11,1,1,1,0.1,1
11,1,-1,-1,0.05,2
11,-1,-1,1,0.1,2
11,1,-1,-1,0.1,2
11,-1,1,-1,0.1,2
11,1,1,-1,0.1,2
11,-1,-1,-1,0.02,2
11,-1,-1,-1,0.02,2
11,1,1,-1,0.05,2
11,-1,-1,1,0.01,2
11,-1,-1,-1,0.1,1
11,1,-1,-1,0.01,1
11,1,1,1,0.01,1
11,1,-1,1,0.05,1
11,1,1,-1,0.05,2
11,1,1,1,0.05,2
11,-1,-1,1,0.01,1
11,1,-1,1,0.1,1
11,-1,1,1,0.02,1
11,-1,1,-1,0.02,1
11,-1,1,-1,0.01,1
11,-1,-1,-1,0.01,1
11,-1,-1,-1,0.1,1
11,1,1,1,0.05,1
11,-1,1,-1,0.1,1
11,-1,1,1,0.1,1
11,1,1,1,0.02,1
11,-1,1,-1,0.02,1
11,-1,-1,-1,0.01,2
11,-1,1,-1,0.01,1
11,-1,-1,-1,0.05,1
11,-1,1,-1,0.02,1
11,-1,-1,-1,0.05,1
11,-1,1,-1,0.02,1
11,1,-1,1,0.02,1
11,-1,-1,-1,0.02,1
11,1,1,1,0.01,1
11,1,1,1,0.02,1
11,1,1,-1,0.1,1
11,-1,1,-1,0.02,1
11,-1,-1,-1,0.1,1
11,-1,1,-1,0.1,1
11,-1,1,-1,0.01,1
11,-1,-1,-1,0.01,1
11,1,1,1,0.01,2
11,1,1,-1,0.05,2
11,-1,-1,1,0.01,2
11,1,-1,-1,0.1,2
11,-1,-1,-1,0.1,2
11,1,1,-1,0.01,2
11,-1,-1,1,0.1,2
11,1,-1,-1,0.1,2
11,-1,1,1,0.1,2
11,-1,-1,1,0.1,2
11,-1,-1,1,0.02,2
11,1,-1,-1,0.02,2
11,-1,1,-1,0.05,2
11,-1,-1,-1,0.1,2
11,1,1,1,0.01,2
11,-1,-1,-1,0.05,2
11,-1,-1,1,0.02,2
11,-1,-1,1,0.1,2
11,-1,-1,-1,0.01,2
11,-1,-1,-1,0.02,2
11,-1,1,1,0.05,2
11,-1,1,-1,0.01,2
11,-1,1,-1,0.05,1
11,-1,1,-1,0.01,1
11,1,-1,-1,0.1,1
11,-1,1,-1,0.1,1
11,-1,1,-1,0.05,2
11,-1,-1,-1,0.02,2
11,1,-1,-1,0.02,2
11,1,1,1,0.05,2
11,-1,-1,-1,0.05,2
11,1,-1,1,0.1,2
11,1,1,1,0.02,2
11,-1,-1,-1,0.01,2
11,-1,1,-1,0.05,2
11,-1,1,1,0.1,2
11,1,1,-1,0.1,2
11,1,-1,-1,0.1,2
11,1,-1,1,0.01,1
11,-1,1,-1,0.02,1
11,1,-1,1,0.05,1
11,-1,1,-1,0.05,1
11,1,-1,1,0.02,1
11,-1,-1,1,0.02,1
11,1,-1,-1,0.02,1
11,1,-1,1,0.1,1
11,1,-1,1,0.01,1
11,-1,1,-1,0.05,1
11,-1,-1,-1,0.02,1
11,-1,-1,-1,0.02,1
11,-1,-1,-1,0.01,1
11,-1,-1,-1,0.01,1
11,1,1,-1,0.1,1
11,1,1,1,0.01,1
11,1,1,1,0.02,1
11,-1,1,-1,0.02,1
11,-1,-1,-1,0.1,1
11,1,1,-1,0.02,1
11,1,1,1,0.1,1
11,-1,-1,-1,0.05,2
11,1,1,-1,0.02,2
11,1,-1,1,0.02,1
11,1,-1,1,0.1,1
11,-1,-1,-1,0.02,1
11,-1,-1,-1,0.1,1
11,-1,1,-1,0.1,1
11,-1,-1,-1,0.1,1
11,-1,-1,1,0.01,1
11,-1,1,-1,0.05,1
11,-1,1,1,0.01,1
11,-1,1,-1,0.02,2
11,1,1,-1,0.05,2
11,1,-1,-1,0.05,2
11,1,1,1,0.1,2
11,1,-1,1,0.01,2
11,-1,-1,-1,0.1,2
11,1,1,1,0.1,2
11,1,1,-1,0.02,1
11,-1,-1,-1,0.02,1
11,1,-1,1,0.1,1
11,1,1,1,0.1,1
11,1,-1,1,0.01,1
11,-1,-1,-1,0.01,1
11,-1,-1,-1,0.05,1
11,1,-1,-1,0.01,1
11,1,1,-1,0.02,2
11,-1,-1,1,0.05,2
11,-1,-1,-1,0.01,2
11,1,-1,1,0.02,2
11,-1,-1,1,0.05,2
11,1,-1,1,0.1,2
11,-1,1,-1,0.1,2
11,-1,-1,1,0.01,2
11,-1,1,1,0.1,2
11,1,-1,-1,0.05,2
11,-1,1,-1,0.05,2
11,1,-1,1,0.05,2
11,1,1,-1,0.05,2
11,-1,-1,-1,0.05,2
11,1,-1,1,0.1,2
11,1,-1,1,0.02,2
11,1,1,1,0.01,2
11,-1,-1,1,0.05,2
11,1,1,-1,0.02,2
11,1,-1,-1,0.01,2
11,1,1,1,0.05,1
11,-1,-1,-1,0.01,1
11,-1,-1,-1,0.02,1
11,-1,1,-1,0.1,1
11,1,-1,1,0.1,1
11,1,1,-1,0.01,1
11,1,-1,1,0.05,1
11,1,1,1,0.05,1
11,-1,-1,-1,0.1,1
11,1,-1,1,0.02,1
11,1,1,1,0.02,1
11,-1,1,-1,0.01,1
11,1,-1,1,0.02,2
11,1,1,-1,0.1,2
11,1,1,-1,0.1,2
11,-1,1,1,0.02,2
11,1,-1,1,0.02,2
11,-1,1,1,0.1,2
11,-1,-1,-1,0.02,2
11,-1,-1,-1,0.02,2
11,1,-1,1,0.01,2
11,1,1,1,0.1,2
12,-1,-1,0,0.01,1
12,-1,-1,-1,0.02,1
12,-1,-1,-1,0.05,1
12,1,1,1,0.1,1
12,-1,1,1,0.05,1
12,-1,1,1,0.05,1
12,-1,1,-1,0.02,1
12,1,1,-1,0.02,1
12,-1,-1,-1,0.05,1
12,-1,-1,-1,0.05,1
12,1,-1,1,0.05,2
12,-1,-1,1,0.02,2
12,1,-1,1,0.1,1
12,1,1,1,0.1,1
12,-1,-1,-1,0.05,1
12,-1,-1,-1,0.05,1
12,-1,-1,-1,0.05,1
12,-1,-1,-1,0.01,1
12,-1,-1,-1,0.1,1
12,-1,-1,1,0.1,1
12,1,1,1,0.05,1
12,-1,1,-1,0.01,2
12,1,1,1,0.02,2
12,1,-1,1,0.1,2
12,-1,-1,-1,0.01,2
12,1,-1,-1,0.05,2
12,-1,-1,-1,0.05,2
12,-1,1,1,0.02,2
12,-1,1,-1,0.05,1
12,1,-1,-1,0.1,1
12,1,1,1,0.1,1
12,-1,-1,-1,0.05,1
12,1,1,-1,0.1,1
12,1,1,1,0.1,1
12,-1,-1,-1,0.02,1
12,1,1,1,0.02,1
12,-1,-1,-1,0.02,2
12,-1,-1,1,0.1,2
12,1,1,1,0.05,2
12,-1,-1,-1,0.1,2
12,1,-1,1,0.02,2
12,-1,-1,-1,0.02,2
12,1,1,1,0.1,2
12,-1,1,1,0.02,2
12,1,1,-1,0.05,2
12,1,-1,1,0.01,2
12,-1,1,-1,0.02,2
12,1,-1,-1,0.05,2
12,1,-1,-1,0.1,2
12,-1,-1,-1,0.1,1
12,-1,1,-1,0.02,1
12,-1,1,-1,0.01,1
12,1,1,-1,0.02,1
12,1,1,1,0.02,1
12,1,-1,1,0.1,2
12,1,1,1,0.02,2
12,1,1,-1,0.1,2
12,-1,1,1,0.01,2
12,1,1,-1,0.05,2
12,-1,-1,-1,0.02,2
12,-1,1,-1,0.02,2
12,-1,-1,-1,0.05,2
12,1,-1,1,0.1,2
12,1,1,1,0.05,2
12,1,1,1,0.1,2
12,-1,1,-1,0.01,2
12,-1,1,1,0.05,2
12,-1,-1,-1,0.01,2
12,1,-1,1,0.02,1
12,1,-1,1,0.05,1
12,1,-1,1,0.01,2
12,-1,-1,-1,0.02,1
12,1,1,1,0.01,1
12,-1,-1,-1,0.01,1
12,1,-1,1,0.01,1
12,1,1,1,0.1,1
12,-1,1,-1,0.1,1
12,-1,-1,1,0.02,2
12,1,-1,-1,0.05,1
12,-1,1,-1,0.05,1
12,1,1,1,0.02,1
12,-1,-1,1,0.1,1
12,-1,1,-1,0.1,1
12,-1,-1,-1,0.1,1
12,1,1,1,0.05,1
12,-1,-1,1,0.05,2
12,1,-1,-1,0.05,2
12,1,1,1,0.1,2
12,1,-1,-1,0.05,2
12,1,1,-1,0.01,2
12,-1,1,-1,0.01,2
12,-1,-1,-1,0.02,2
12,-1,1,-1,0.02,2
12,1,1,-1,0.05,2
12,1,1,-1,0.01,2
12,-1,-1,1,0.05,2
12,1,1,1,0.02,2
12,1,-1,-1,0.05,2
12,-1,1,1,0.1,2
12,-1,-1,1,0.01,2
12,-1,-1,1,0.02,1
12,1,-1,1,0.01,1
12,1,1,1,0.05,1
12,1,1,1,0.05,1
12,1,-1,-1,0.02,1
12,-1,1,1,0.05,1
12,-1,1,-1,0.02,1
12,1,-1,-1,0.02,1
12,1,-1,-1,0.1,1
12,1,1,-1,0.01,1
12,-1,-1,1,0.05,1
12,1,-1,1,0.02,1
12,-1,1,-1,0.05,1
12,-1,-1,-1,0.05,1
12,-1,1,-1,0.02,1
12,1,-1,1,0.01,1
12,-1,1,-1,0.1,1
12,-1,-1,-1,0.1,1
12,-1,1,-1,0.02,1
12,1,-1,1,0.02,1
12,1,-1,-1,0.02,1
12,-1,-1,-1,0.01,1
12,-1,-1,-1,0.02,1
12,1,-1,-1,0.02,2
12,-1,-1,1,0.01,2
12,1,-1,-1,0.1,2
12,1,1,1,0.1,1
12,-1,1,-1,0.02,1
12,-1,-1,-1,0.1,1
12,-1,1,1,0.01,1
12,-1,-1,-1,0.01,1
12,-1,-1,-1,0.01,1
12,-1,-1,1,0.01,1
12,1,-1,1,0.01,1
12,1,-1,1,0.1,2
12,1,1,1,0.02,2
12,-1,1,1,0.05,2
12,1,1,1,0.01,2
12,-1,-1,-1,0.01,2
12,1,1,-1,0.01,2
12,1,-1,-1,0.1,2
12,-1,-1,1,0.1,2
12,-1,-1,1,0.02,2
12,-1,-1,1,0.05,2
12,1,1,-1,0.05,1
12,-1,1,1,0.02,2
12,1,-1,1,0.02,2
12,-1,1,1,0.05,2
12,-1,-1,-1,0.01,2
12,-1,1,-1,0.02,2
12,1,1,1,0.02,2
12,1,1,-1,0.1,2
12,1,1,-1,0.1,2
12,1,1,-1,0.05,2
12,-1,-1,-1,0.02,2
12,1,1,1,0.02,2
12,-1,-1,1,0.02,2
12,1,1,-1,0.05,2
12,-1,-1,1,0.1,2
12,-1,1,1,0.01,2
12,-1,1,-1,0.05,1
12,-1,-1,-1,0.1,1
12,1,1,1,0.05,1
12,1,1,1,0.01,1
12,-1,1,1,0.05,1
12,-1,1,-1,0.01,1
12,1,-1,1,0.1,1
12,-1,1,-1,0.1,1
12,-1,1,1,0.01,1
12,1,-1,1,0.02,1
12,-1,-1,-1,0.1,1
12,1,-1,1,0.05,1
12,1,1,1,0.01,1
12,1,-1,1,0.05,1
12,1,1,1,0.1,1
12,1,1,1,0.05,1
12,1,-1,1,0.05,1
12,-1,1,1,0.05,1
12,1,-1,1,0.1,1
12,-1,1,-1,0.02,1
12,1,1,-1,0.05,1
12,-1,-1,-1,0.05,1
12,-1,-1,-1,0.1,1
12,-1,1,-1,0.05,1
12,1,1,1,0.05,1
12,-1,-1,-1,0.1,1
12,1,-1,1,0.1,1
12,-1,1,1,0.05,2
12,-1,1,1,0.1,2
12,1,-1,-1,0.1,2
12,-1,-1,-1,0.01,2
12,1,1,1,0.05,2
12,-1,-1,-1,0.1,2
12,-1,1,1,0.02,2
12,-1,-1,-1,0.02,2
12,-1,1,-1,0.1,1
12,-1,1,-1,0.05,1
12,1,-1,1,0.01,1
12,1,-1,1,0.05,1
12,1,-1,1,0.02,1
12,-1,1,-1,0.05,1
12,1,1,1,0.02,1
12,1,-1,1,0.01,1
12,-1,-1,1,0.02,1
12,1,1,1,0.1,1
12,1,-1,-1,0.1,1
12,-1,-1,-1,0.1,1
12,-1,-1,-1,0.1,1
12,1,-1,1,0.01,1
12,1,-1,1,0.1,1
12,1,1,1,0.1,1
12,-1,1,-1,0.02,1
12,1,-1,1,0.05,1
12,1,-1,-1,0.01,1
12,1,1,1,0.1,1
12,-1,-1,1,0.1,1
12,-1,-1,-1,0.1,1
12,-1,-1,-1,0.1,1
12,-1,-1,1,0.02,2
12,1,1,1,0.01,2
12,1,-1,-1,0.1,2
12,1,1,-1,0.1,2
12,-1,1,-1,0.1,2
12,-1,-1,-1,0.01,2
12,-1,1,1,0.05,2
12,1,-1,-1,0.05,2
12,-1,-1,1,0.1,2
12,1,-1,-1,0.05,2
12,-1,-1,1,0.05,2
12,-1,-1,-1,0.02,2
12,-1,-1,-1,0.01,1
12,1,-1,-1,0.05,1
12,-1,1,-1,0.05,1
12,-1,1,1,0.01,1
12,1,-1,1,0.1,1
12,-1,1,1,0.02,1
12,-1,-1,1,0.1,1
12,-1,1,-1,0.05,1
12,-1,-1,-1,0.01,1
12,-1,1,1,0.02,1
12,-1,1,-1,0.02,1
12,1,-1,-1,0.05,2
12,-1,-1,-1,0.01,2
12,-1,1,1,0.05,2
12,1,-1,-1,0.05,2
12,1,1,1,0.1,2
12,-1,1,-1,0.1,1
12,-1,-1,-1,0.05,1
12,1,1,-1,0.01,1
12,-1,1,-1,0.02,1
12,-1,-1,-1,0.01,1
12,1,-1,1,0.1,1
12,1,-1,1,0.1,2
12,-1,1,1,0.1,2
12,-1,1,-1,0.01,2
12,-1,-1,1,0.01,2
12,-1,1,-1,0.02,2
12,-1,1,-1,0.01,2
12,-1,-1,-1,0.02,2
12,-1,1,1,0.02,2
12,1,1,1,0.02,2
12,1,1,-1,0.1,1
12,-1,1,1,0.01,1
12,1,1,1,0.02,1
12,1,1,1,0.05,1
12,-1,-1,-1,0.01,2
12,1,-1,-1,0.01,2
12,-1,1,-1,0.1,1
12,1,1,1,0.05,2
12,-1,-1,1,0.02,2
12,1,1,-1,0.02,2
12,-1,1,-1,0.01,2
12,1,-1,1,0.02,2
12,-1,1,-1,0.01,2
12,1,-1,-1,0.05,2
12,1,-1,-1,0.01,2
12,1,-1,-1,0.01,2
12,1,1,-1,0.01,2
12,-1,-1,1,0.02,2
12,1,1,1,0.1,2
12,1,-1,1,0.1,2
12,1,-1,-1,0.01,2
12,-1,-1,-1,0.05,2
12,1,1,-1,0.1,2
12,-1,-1,-1,0.02,2
12,1,1,1,0.01,2
12,1,-1,1,0.1,2
12,-1,-1,1,0.01,2
12,1,1,-1,0.01,2
12,1,1,-1,0.01,2
12,1,1,-1,0.01,2
12,-1,1,-1,0.05,2
12,1,1,-1,0.1,2
12,1,-1,1,0.05,1
12,-1,1,1,0.02,1
12,1,1,1,0.1,1
12,-1,-1,-1,0.05,1
12,1,-1,1,0.05,1
12,1,-1,-1,0.05,1
12,-1,1,1,0.01,1
12,1,1,1,0.02,1
12,-1,1,-1,0.01,1
12,1,-1,1,0.01,1
12,1,-1,1,0.02,1
12,1,1,1,0.05,1
12,-1,1,-1,0.05,1
12,-1,-1,-1,0.01,1
12,1,-1,1,0.01,1
12,1,-1,-1,0.1,2
12,1,1,1,0.1,1
12,-1,-1,1,0.1,2
12,-1,-1,-1,0.05,2
12,1,-1,1,0.05,2
12,-1,-1,-1,0.02,2
12,1,1,1,0.01,2
12,-1,1,1,0.02,2
12,-1,1,-1,0.05,2
12,1,1,1,0.05,2
12,1,-1,-1,0.1,2
12,1,-1,1,0.05,2
12,1,-1,-1,0.02,2
12,1,1,1,0.1,1
12,1,-1,1,0.1,1
12,1,-1,1,0.02,1
12,-1,1,-1,0.02,1
12,1,-1,1,0.05,1
12,-1,1,-1,0.1,1
12,1,1,1,0.1,1
12,-1,-1,-1,0.05,1
12,1,1,1,0.02,1
12,-1,-1,1,0.01,1
12,1,-1,1,0.02,2
12,-1,-1,-1,0.1,2
12,-1,1,1,0.05,2
12,-1,1,1,0.05,2
12,1,1,-1,0.1,2
12,1,1,1,0.02,2
12,1,1,1,0.01,2
12,-1,1,-1,0.05,2
12,-1,-1,1,0.02,2
