obs,resp,stimulus,previous,contrast,state
10,-1,-1,-1,1.5,2
10,1,1,1,0.75,1
10,-1,-1,-1,0.75,1
10,-1,-1,-1,1.25,1
10,-1,1,-1,0.75,1
10,-1,-1,-1,0.75,1
10,-1,1,-1,0.5,1
10,1,1,1,0.5,1
10,1,1,1,1.25,1
10,-1,1,-1,0.5,1
10,1,1,-1,1.5,1
10,-1,1,-1,0.5,1
10,1,1,1,0.75,1
10,1,-1,1,0.75,1
10,1,1,1,1.25,1
10,1,-1,1,0.75,1
10,-1,1,-1,0.5,1
10,1,1,1,0.5,1
10,1,-1,1,0.75,1
10,1,-1,1,0.75,1
10,-1,-1,-1,1.5,1
10,1,1,1,0.75,1
10,1,-1,1,1.25,1
10,1,1,1,1.25,1
10,1,-1,1,0.5,2
10,-1,-1,1,1.25,2
10,-1,-1,-1,0.75,2
10,1,-1,1,0.5,2
10,1,1,1,0.75,2
10,1,1,1,0.75,2
10,1,1,-1,1.5,2
10,1,1,-1,0.5,2
10,-1,-1,1,1.5,2
10,-1,-1,1,1.5,2
10,1,1,1,1.5,2
10,1,-1,1,0.5,2
10,1,1,1,0.75,2
10,1,1,1,0.5,2
10,1,1,1,0.75,2
10,1,1,1,1.5,2
10,-1,-1,1,1.5,2
10,1,-1,1,0.5,2
10,1,1,-1,1.5,2
10,1,-1,1,0.5,2
10,-1,-1,1,1.5,2
10,1,1,1,1.25,2
10,-1,-1,-1,1.25,2
10,-1,-1,1,1.5,2
10,1,1,-1,1.5,2
10,-1,-1,1,1.25,2
10,1,1,-1,0.75,2
10,1,1,-1,1.5,2
10,1,1,-1,0.75,2
10,1,1,1,0.5,2
10,1,-1,1,0.75,1
10,-1,-1,-1,0.75,1
10,-1,1,-1,1.25,1
10,-1,-1,-1,1.5,1
10,1,-1,1,0.5,1
10,-1,-1,-1,1.5,1
10,1,1,1,0.5,1
10,-1,-1,-1,0.5,1
10,-1,1,-1,0.5,1
10,1,1,1,0.75,1
10,1,1,1,1.25,1
10,1,1,1,1.5,1
10,1,1,-1,1.25,1
10,1,1,1,1.25,1
10,-1,-1,-1,0.75,1
10,1,1,1,1.5,1
10,-1,-1,-1,1.5,1
10,-1,-1,-1,1.25,1
10,1,1,-1,1.25,1
10,1,1,1,0.75,1
10,1,1,1,0.5,1
10,1,1,1,1.25,1
10,-1,-1,-1,0.5,1
10,-1,1,-1,0.5,1
10,1,1,-1,0.5,1
10,1,-1,1,1.5,1
10,1,1,1,0.5,1
10,-1,1,-1,0.75,1
10,1,1,-1,1.5,1
10,-1,-1,-1,1.5,2
10,-1,1,-1,0.5,2
10,1,1,-1,1.25,2
10,-1,-1,-1,0.75,2
10,1,-1,1,0.5,2
10,1,1,-1,1.5,1
10,1,-1,1,1.25,1
10,1,1,1,1.5,2
10,1,1,1,0.75,2
10,1,1,-1,1.5,1
10,-1,-1,-1,0.5,1
10,1,1,1,1.25,1
11,1,1,0,1.5,2
11,-1,-1,-1,1.25,2
11,1,1,1,1.5,2
11,-1,-1,1,1.25,2
11,1,1,1,0.5,2
11,-1,-1,-1,1.25,2
11,1,-1,1,0.5,2
11,-1,-1,-1,1.25,2
11,-1,-1,-1,1.5,2
11,1,1,1,0.5,2
11,1,1,1,1.5,2
11,1,1,-1,1.5,2
11,1,-1,1,0.5,2
11,-1,-1,-1,1.5,2
11,1,1,-1,0.75,2
11,1,1,1,0.5,2
11,-1,-1,-1,0.75,2
11,1,1,1,1.25,2
11,1,-1,1,0.75,2
11,1,-1,1,1.25,2
11,1,1,-1,1.5,2
11,-1,-1,1,1.25,2
11,-1,-1,1,1.5,2
11,1,1,-1,0.75,2
11,1,1,1,0.75,1
11,1,-1,1,0.5,1
11,1,1,1,0.5,1
11,1,-1,1,0.75,1
11,1,1,-1,1.5,1
11,1,1,-1,0.75,2
11,1,-1,1,0.75,2
11,-1,1,-1,0.5,2
11,1,1,1,1.5,2
11,1,-1,1,0.75,2
11,1,1,-1,1.5,2
11,-1,-1,-1,1.5,2
11,1,1,1,0.75,2
11,1,1,-1,0.75,2
11,-1,-1,1,1.25,2
11,1,1,1,1.25,1
11,1,-1,1,1.25,1
11,1,1,1,0.5,1
11,1,-1,1,1.25,1
11,1,1,1,0.75,1
11,-1,1,-1,0.75,1
11,-1,-1,-1,1.5,1
11,1,1,1,0.5,1
11,1,-1,1,0.5,1
11,1,1,-1,1.5,1
11,1,1,1,1.25,1
11,1,-1,1,1.25,1
11,1,1,1,0.75,1
11,-1,-1,-1,0.75,1
11,1,1,1,1.25,1
11,1,1,-1,1.5,2
11,-1,-1,1,0.75,2
11,1,1,-1,1.5,2
11,-1,-1,-1,1.25,2
11,-1,-1,-1,0.5,2
11,1,1,1,0.75,2
11,1,-1,1,0.75,2
11,1,1,-1,0.75,2
11,1,1,1,0.75,2
11,-1,-1,-1,1.25,2
11,1,1,1,1.5,2
11,1,1,1,0.5,2
11,-1,-1,1,1.25,2
11,1,-1,1,0.5,2
11,-1,-1,1,1.5,2
11,1,1,1,1.25,2
11,1,-1,1,0.5,2
11,1,-1,1,0.75,2
11,1,1,-1,1.5,2
11,-1,-1,1,1.5,2
11,1,1,-1,1.5,2
11,1,1,1,0.75,2
11,-1,-1,1,1.25,2
11,1,1,1,0.75,2
11,1,1,1,1.25,2
11,1,1,1,1.25,2
11,-1,-1,-1,1.5,2
11,-1,-1,-1,1.25,2
11,1,1,-1,0.75,2
11,1,-1,-1,0.5,2
11,1,-1,1,0.75,2
11,-1,-1,1,1.5,2
11,1,1,-1,0.75,2
11,1,1,1,1.25,2
11,1,1,-1,0.5,2
11,1,1,1,0.5,2
11,-1,-1,1,1.5,2
11,-1,-1,-1,1.25,2
11,1,-1,1,1.25,1
11,1,1,-1,1.5,1
11,-1,-1,-1,0.75,1
11,1,1,1,1.25,1
11,1,-1,1,0.5,1
11,-1,-1,-1,0.5,1
11,-1,1,-1,1.5,1
11,1,1,-1,1.5,1
11,1,1,1,1.5,1
11,1,1,1,1.5,2
11,1,1,1,0.5,2
11,1,1,1,0.5,2
11,-1,-1,1,1.5,2
11,-1,-1,-1,1.25,2
11,1,1,1,1.5,2
11,1,1,1,1.25,2
11,-1,-1,-1,1.5,2
11,-1,-1,-1,1.5,2
11,-1,-1,-1,1.25,2
11,-1,-1,1,1.25,2
11,1,1,1,0.75,2
11,-1,-1,-1,0.5,2
11,1,1,1,1.5,2
11,-1,-1,1,1.25,2
11,-1,-1,-1,1.25,2
11,1,-1,1,0.5,2
11,1,-1,1,1.5,1
11,1,1,1,0.75,1
11,1,-1,1,1.25,1
11,1,-1,1,1.25,1
11,1,1,1,1.25,2
11,1,1,-1,0.5,2
11,1,1,-1,1.5,1
11,1,1,1,0.5,2
11,1,1,1,0.75,2
11,-1,-1,-1,0.75,2
11,-1,-1,-1,1.5,2
11,1,1,-1,0.5,2
11,1,1,1,0.5,2
11,-1,-1,1,1.5,2
11,-1,-1,-1,0.75,2
11,1,1,-1,0.5,2
11,1,1,-1,1.5,2
11,1,1,1,1.5,2
11,1,1,1,1.5,2
11,1,1,1,1.5,2
11,1,1,-1,1.25,2
11,1,1,-1,1.25,2
11,1,1,-1,0.75,2
11,-1,-1,-1,0.75,2
11,1,1,1,0.75,2
11,1,-1,1,1.25,1
11,-1,-1,-1,1.25,1
11,-1,-1,-1,1.25,1
11,-1,1,-1,0.75,1
11,-1,1,-1,0.75,1
11,-1,-1,-1,0.75,1
11,1,1,1,0.75,1
11,-1,1,-1,0.75,1
11,1,1,1,0.5,2
11,1,1,-1,0.5,2
11,1,-1,1,1.5,1
11,1,-1,1,1.25,1
11,1,1,-1,0.5,1
11,-1,-1,-1,1.25,1
11,1,1,-1,0.75,2
11,1,1,-1,1.5,2
11,-1,-1,1,1.5,2
11,1,-1,1,0.75,2
11,1,1,-1,1.5,2
11,-1,-1,1,1.25,2
11,-1,-1,-1,0.5,2
11,1,1,1,0.75,2
11,1,-1,1,0.75,2
11,1,1,1,1.5,2
11,-1,-1,1,1.5,2
11,-1,-1,-1,1.25,1
11,1,1,1,1.25,1
11,1,-1,1,0.5,1
11,1,1,-1,1.25,1
11,-1,-1,-1,0.5,1
11,-1,-1,-1,1.25,1
11,1,1,1,1.5,1
11,1,-1,1,0.75,1
11,-1,-1,-1,0.75,1
11,1,-1,1,1.5,1
11,1,1,1,1.25,1
11,1,-1,1,0.5,2
11,1,1,1,1.25,2
11,1,1,1,0.75,2
11,-1,-1,-1,0.5,1
11,1,1,-1,1.5,1
11,1,-1,1,0.5,1
11,1,1,1,0.5,1
11,1,1,1,0.5,1
11,-1,1,-1,0.75,1
11,-1,-1,-1,0.75,1
11,-1,-1,1,1.5,2
11,1,1,-1,0.5,2
11,-1,-1,-1,0.75,2
11,1,-1,1,0.5,2
11,1,1,1,0.5,2
11,1,1,-1,1.5,2
11,-1,-1,-1,1.5,2
11,1,1,1,1.25,2
11,1,-1,1,0.75,2
11,1,1,1,1.5,1
11,1,1,1,1.25,1
11,-1,-1,-1,0.75,1
11,-1,-1,-1,1.5,1
11,1,-1,1,0.5,1
11,-1,-1,-1,1.5,1
11,1,-1,1,1.5,1
11,-1,-1,-1,1.5,1
11,-1,-1,-1,1.5,2
11,1,1,-1,1.25,2
11,1,1,-1,1.5,2
11,1,-1,1,0.5,2
11,1,1,-1,0.5,2
11,-1,-1,1,1.5,2
11,1,1,-1,1.25,2
11,-1,-1,1,1.25,2
11,1,1,1,1.25,2
11,-1,-1,-1,0.75,2
11,-1,-1,-1,1.25,2
11,1,1,-1,0.5,2
11,1,-1,1,0.5,2
11,-1,-1,-1,0.5,2
11,-1,-1,-1,1.5,2
11,1,-1,1,0.75,2
11,1,1,-1,1.25,1
11,-1,1,-1,0.5,1
11,1,-1,1,0.5,1
11,-1,-1,-1,1.5,1
11,-1,-1,-1,1.5,1
11,1,-1,1,1.25,1
11,1,1,1,1.25,1
11,-1,1,-1,1.25,1
11,1,-1,1,0.75,1
11,1,1,1,1.5,1
11,1,-1,1,0.5,1
11,1,-1,1,0.5,1
11,1,1,1,1.25,1
11,-1,1,-1,0.5,1
11,-1,-1,-1,0.5,1
11,1,1,1,0.75,1
11,-1,-1,1,1.5,2
11,-1,-1,-1,1.25,2
11,1,1,1,1.25,2
11,-1,-1,-1,0.5,2
11,-1,-1,-1,0.5,2
11,-1,-1,-1,0.75,2
11,1,1,1,0.75,2
11,1,1,-1,0.5,2
11,-1,-1,-1,1.25,2
11,-1,-1,-1,1.5,2
11,1,1,-1,1.25,2
11,1,1,-1,1.25,2
11,1,1,-1,1.25,2
11,-1,-1,-1,0.5,2
11,1,1,-1,1.25,2
11,1,-1,1,1.25,1
11,1,1,-1,0.5,1
11,1,-1,1,1.25,2
11,-1,-1,-1,1.5,2
11,1,1,1,0.5,2
11,1,1,1,0.75,2
11,1,1,1,1.25,2
11,1,1,-1,1.5,2
11,1,1,-1,1.5,2
11,1,1,1,1.25,2
11,-1,-1,-1,0.75,1
11,-1,-1,-1,1.25,1
11,1,1,-1,1.5,2
11,1,1,-1,0.5,2
11,1,1,-1,0.5,2
11,1,-1,1,1.5,1
11,1,-1,1,1.25,1
11,1,1,1,1.25,2
11,1,1,-1,1.25,2
11,1,1,-1,0.75,2
11,1,1,1,0.5,2
11,1,1,-1,1.5,2
11,1,1,1,0.5,2
11,1,1,1,1.5,2
11,1,1,1,0.75,2
11,1,-1,1,0.5,2
11,1,-1,1,0.75,2
11,-1,-1,-1,1.25,2
11,1,-1,1,0.75,2
11,1,1,1,1.25,2
11,1,1,1,1.25,2
11,1,-1,1,1.25,1
11,1,-1,1,1.5,1
11,1,1,1,1.25,1
11,1,1,1,1.5,1
11,1,1,-1,0.75,1
11,-1,1,-1,0.75,1
11,-1,1,-1,1.25,1
11,1,1,-1,1.5,1
11,1,1,1,1.25,1
11,1,1,-1,1.25,1
11,-1,1,-1,0.5,1
11,1,-1,1,1.5,1
11,1,1,1,1.5,1
11,1,1,1,0.5,1
11,-1,-1,-1,0.5,1
11,-1,-1,-1,0.5,1
11,-1,-1,-1,0.75,1
11,1,1,-1,0.5,2
11,-1,-1,-1,0.5,2
11,1,1,-1,1.5,2
11,1,1,1,1.25,2
11,-1,-1,-1,1.25,2
11,1,-1,1,0.5,2
11,-1,-1,1,1.5,2
11,1,1,-1,1.5,2
11,1,-1,1,0.5,1
11,1,1,1,0.75,2
11,1,1,-1,0.75,2
11,-1,-1,-1,1.5,2
11,1,1,1,0.75,2
11,1,1,1,1.25,2
11,-1,1,-1,0.75,1
11,1,-1,1,1.5,1
11,-1,-1,-1,1.25,1
11,1,1,-1,1.5,1
11,1,-1,1,0.5,1
11,1,-1,1,1.5,1
11,1,-1,1,0.75,1
11,1,1,1,1.25,1
11,-1,-1,-1,0.5,1
11,-1,1,-1,0.75,1
11,1,1,-1,0.75,2
11,-1,-1,-1,0.5,2
11,1,-1,1,0.75,1
11,1,1,-1,1.25,1
11,1,-1,1,1.5,1
11,1,-1,1,0.5,2
11,1,1,-1,0.5,2
11,-1,-1,-1,0.5,2
11,1,1,-1,0.5,2
11,1,1,1,1.25,2
11,1,1,-1,0.5,1
11,1,1,-1,1.5,1
11,-1,-1,-1,1.25,1
11,1,1,1,0.75,1
11,-1,1,-1,1.5,1
11,1,-1,1,0.75,1
11,-1,-1,-1,1.25,1
11,-1,1,-1,0.5,1
11,1,1,-1,0.5,1
11,-1,1,-1,0.5,1
11,1,1,1,0.75,1
11,1,-1,1,1.5,1
11,-1,-1,-1,1.25,1
11,1,1,-1,1.5,1
11,1,1,-1,1.25,1
11,-1,1,-1,0.5,1
11,-1,-1,-1,1.5,1
11,1,-1,1,1.5,1
11,1,1,1,0.5,1
11,-1,-1,-1,0.5,1
11,1,1,1,0.75,1
11,1,-1,1,0.5,1
11,1,1,1,1.25,1
11,1,1,1,1.25,1
11,1,-1,1,1.25,1
11,-1,1,-1,0.5,1
11,1,-1,1,0.75,1
11,-1,1,-1,0.5,1
11,1,1,-1,1.5,1
11,-1,1,-1,1.5,1
11,1,-1,1,1.25,1
11,1,1,1,0.75,1
11,1,1,1,1.5,2
11,-1,-1,1,1.5,2
11,1,-1,1,0.5,2
11,1,1,-1,1.25,2
11,1,1,-1,1.5,2
11,1,-1,1,0.5,2
11,1,1,1,0.75,1
11,1,1,1,1.25,1
11,1,1,-1,0.5,2
11,1,1,-1,1.5,2
11,1,1,-1,0.5,2
11,1,1,1,1.25,2
11,1,1,1,1.5,1
11,1,1,-1,1.25,1
11,1,1,-1,1.25,1
11,1,-1,1,1.5,1
11,-1,-1,-1,1.5,1
11,1,-1,1,0.5,1
11,1,1,1,0.75,1
11,-1,-1,-1,1.5,1
11,1,-1,1,0.75,1
11,1,-1,1,0.5,2
11,1,1,-1,0.75,2
11,1,1,-1,0.75,2
11,1,1,1,1.25,1
11,1,1,1,0.75,1
11,-1,-1,-1,1.25,1
11,1,1,1,0.75,1
11,1,1,-1,1.25,1
11,1,1,1,1.5,1
11,1,1,1,0.75,1
11,1,1,-1,1.25,1
11,1,1,-1,1.25,1
11,1,1,-1,1.5,1
11,1,-1,1,1.25,1
11,1,1,-1,1.5,1
11,1,1,1,1.5,1
11,-1,-1,-1,0.75,1
11,-1,-1,-1,0.5,1
11,-1,-1,-1,0.75,1
11,1,-1,1,1.5,1
11,1,-1,1,0.75,2
11,-1,-1,-1,1.25,2
11,1,1,-1,0.75,2
11,-1,-1,-1,0.75,1
11,1,1,1,1.25,1
11,1,1,1,1.25,1
11,1,1,-1,0.75,2
11,1,1,1,0.75,2
11,-1,-1,1,1.5,2
11,1,1,-1,0.5,2
11,1,-1,1,0.75,2
11,-1,-1,-1,1.25,2
11,-1,-1,-1,0.5,2
11,1,1,-1,0.75,2
11,1,1,1,1.25,2
11,-1,1,-1,1.5,1
11,1,-1,1,1.25,1
11,-1,-1,-1,0.75,1
11,-1,-1,-1,1.25,1
11,-1,-1,-1,0.75,1
11,1,1,1,1.5,1
11,1,1,1,0.75,1
11,1,1,1,0.75,1
11,-1,-1,-1,1.25,1
11,1,1,1,0.75,1
11,1,-1,1,1.5,1
11,1,-1,1,0.75,1
11,1,-1,1,1.5,1
11,-1,-1,-1,1.25,1
11,-1,-1,-1,1.25,1
11,-1,-1,-1,0.75,1
11,1,-1,1,0.5,1
11,1,-1,1,0.5,1
11,1,1,1,1.5,1
11,1,-1,1,0.5,2
11,1,-1,1,0.5,2
11,1,1,1,1.5,2
11,1,1,1,0.5,2
11,-1,-1,1,1.5,2
11,1,1,-1,1.25,2
11,1,1,1,0.75,2
11,1,1,1,0.75,2
11,1,1,-1,0.5,1
11,1,1,1,1.5,1
11,1,1,1,1.25,1
11,-1,-1,-1,1.5,1
11,-1,-1,1,1.5,2
11,1,1,-1,1.5,2
11,1,1,1,1.25,2
11,1,1,-1,1.25,2
11,1,1,-1,1.5,2
11,1,1,1,0.5,2
11,1,1,-1,0.5,2
11,-1,1,-1,0.75,1
11,1,-1,1,0.5,1
11,1,1,1,0.75,1
11,1,-1,1,0.5,1
11,1,1,-1,1.5,1
11,1,-1,1,0.75,1
11,-1,-1,-1,0.5,1
11,-1,-1,1,1.5,1
11,1,1,-1,0.75,1
11,1,1,1,0.5,1
11,-1,1,-1,0.5,1
11,1,1,1,0.75,1
11,1,1,-1,1.25,1
11,1,-1,1,0.5,1
11,1,-1,1,0.75,1
11,1,1,-1,1.25,1
11,-1,-1,-1,1.5,1
11,-1,-1,-1,0.5,1
11,-1,-1,-1,0.75,1
11,1,1,1,0.75,1
11,1,1,-1,1.5,1
11,-1,1,-1,0.75,1
11,-1,-1,-1,0.75,1
11,-1,-1,-1,1.25,1
11,1,-1,1,1.25,1
11,1,1,-1,1.5,1
11,1,1,-1,1.25,1
11,1,1,1,1.5,1
11,-1,1,-1,0.75,1
11,-1,-1,1,1.5,1
11,1,1,1,1.5,1
11,1,-1,1,1.25,1
11,1,-1,1,0.75,2
11,1,1,-1,1.5,2
11,1,1,1,1.25,1
11,1,1,1,0.75,1
11,1,1,1,1.5,1
11,1,-1,1,1.25,1
11,1,1,1,0.5,1
12,1,1,0,1.25,2
12,1,1,1,0.75,1
12,1,1,1,1.5,1
12,-1,-1,-1,1.25,2
12,-1,-1,-1,0.75,2
12,1,1,-1,0.5,2
12,-1,-1,1,1.25,2
12,1,1,-1,1.25,2
12,1,1,-1,1.5,2
12,1,1,-1,1.25,2
12,1,1,-1,1.25,2
12,1,1,-1,1.5,2
12,1,-1,1,0.5,2
12,1,1,1,1.25,2
12,1,-1,1,0.75,2
12,1,1,1,1.5,1
12,1,-1,1,0.75,1
12,1,1,1,0.5,1
12,-1,-1,-1,0.5,1
12,-1,-1,1,1.25,2
12,-1,-1,1,1.5,2
12,-1,-1,1,1.25,2
12,1,-1,1,0.75,2
12,1,1,1,1.5,2
12,1,-1,-1,0.5,2
12,1,1,1,1.25,2
12,1,1,1,0.75,2
12,-1,-1,1,1.25,2
12,1,1,-1,1.25,2
12,-1,-1,1,1.25,2
12,-1,-1,-1,1.25,2
12,-1,-1,1,1.5,2
12,-1,-1,-1,0.75,2
12,1,1,1,0.75,1
12,1,1,1,1.25,1
12,1,-1,1,1.5,1
12,-1,-1,-1,1.5,1
12,1,1,1,1.5,1
12,-1,-1,-1,0.75,1
12,-1,-1,-1,0.5,1
12,-1,1,-1,1.25,1
12,1,-1,1,1.25,1
12,-1,-1,-1,0.75,1
12,1,1,1,1.25,1
12,-1,-1,-1,1.5,1
12,1,-1,1,1.25,1
12,-1,1,-1,1.25,1
12,1,1,-1,0.75,1
12,-1,-1,-1,1.5,1
12,-1,1,-1,0.75,1
12,-1,-1,-1,1.5,1
12,-1,-1,-1,0.75,1
12,1,-1,1,0.75,1
12,1,1,-1,0.75,2
12,-1,-1,-1,0.75,2
12,-1,-1,-1,1.5,2
12,1,1,1,0.75,2
12,1,1,-1,0.75,2
12,-1,-1,-1,0.5,2
12,1,1,1,0.75,2
12,1,1,1,0.5,2
12,1,1,-1,1.25,2
12,-1,-1,-1,0.75,2
12,1,1,1,1.5,2
12,-1,-1,-1,1.5,2
12,1,-1,1,0.75,1
12,1,1,1,1.25,1
12,-1,1,-1,0.5,2
12,-1,-1,-1,1.25,2
12,-1,-1,-1,1.25,2
12,-1,-1,1,1.5,2
12,-1,-1,-1,0.75,2
12,-1,-1,1,0.5,2
12,-1,1,-1,0.5,1
12,1,-1,1,0.75,1
12,-1,-1,-1,0.75,1
12,-1,1,-1,0.75,1
12,1,-1,1,0.5,1
12,1,-1,1,1.25,1
12,1,-1,1,0.5,1
12,1,1,-1,1.25,1
12,1,-1,1,0.5,1
12,-1,1,-1,0.75,1
12,1,1,-1,1.25,1
12,1,-1,1,1.5,1
12,1,-1,1,0.5,1
12,1,1,1,0.75,1
12,-1,-1,-1,1.25,2
12,1,-1,1,0.75,2
12,1,-1,1,0.75,2
12,-1,-1,-1,1.5,1
12,1,-1,1,0.5,1
12,1,1,1,0.5,1
12,1,1,-1,1.5,1
12,-1,1,-1,0.5,1
12,1,-1,1,0.5,1
12,1,-1,1,1.25,1
12,-1,-1,-1,1.5,1
12,-1,-1,-1,0.5,1
12,-1,-1,-1,0.75,1
12,1,1,-1,1.5,1
12,-1,-1,-1,1.5,1
12,1,1,1,0.5,1
12,-1,-1,-1,0.75,1
12,1,-1,1,1.5,1
12,-1,-1,-1,0.75,1
12,1,1,1,1.25,1
12,-1,1,-1,0.75,1
12,-1,1,-1,0.75,1
12,-1,1,-1,0.75,1
12,-1,-1,-1,1.25,1
12,1,1,1,0.75,1
12,1,1,1,1.25,1
12,1,1,1,0.75,1
12,-1,-1,-1,0.75,1
12,1,1,1,0.75,1
12,-1,-1,-1,1.5,1
12,1,1,1,0.5,1
12,1,-1,1,0.75,2
12,1,1,-1,1.5,2
12,-1,-1,1,1.5,2
12,1,1,1,0.5,2
12,-1,-1,-1,0.5,2
12,-1,-1,1,0.75,2
12,1,1,1,0.5,2
12,1,1,1,1.5,2
12,-1,-1,-1,1.5,2
12,-1,-1,-1,0.75,1
12,1,-1,1,1.25,1
12,1,-1,1,0.75,1
12,1,-1,1,1.25,1
12,1,-1,1,0.75,1
12,1,-1,1,1.5,1
12,-1,1,-1,0.75,1
12,1,-1,1,1.5,1
12,-1,-1,1,1.5,2
12,-1,-1,-1,1.5,1
12,1,1,1,1.25,1
12,1,-1,1,1.25,1
12,-1,-1,-1,0.5,1
12,1,1,1,0.5,1
12,1,1,-1,0.75,1
12,1,1,1,0.75,1
12,1,-1,1,1.5,1
12,1,1,1,1.5,1
12,1,1,1,0.75,1
12,-1,-1,-1,1.25,2
12,-1,-1,1,1.5,2
12,1,1,-1,1.25,2
12,1,1,1,1.25,2
12,-1,-1,-1,0.5,2
12,1,-1,1,0.5,2
12,-1,-1,-1,1.25,2
12,1,1,1,1.5,2
12,-1,-1,-1,1.5,2
12,-1,-1,-1,1.5,2
12,1,-1,1,0.5,2
12,1,1,1,1.25,1
12,1,1,-1,1.25,1
12,1,-1,1,1.25,1
12,-1,1,-1,1.25,1
12,1,1,1,0.75,1
12,1,-1,1,0.5,1
12,1,1,1,0.5,1
12,1,-1,1,0.75,1
12,1,1,1,0.5,1
12,1,1,1,1.5,1
12,1,1,1,0.75,1
12,1,-1,1,0.75,1
12,1,-1,1,0.5,1
12,1,1,-1,0.75,1
12,-1,1,-1,1.25,1
12,-1,-1,-1,0.75,1
12,1,-1,1,0.5,2
12,-1,-1,-1,1.5,2
12,1,1,1,1.5,2
12,-1,-1,-1,0.75,2
12,1,-1,1,0.75,2
12,1,1,1,0.5,2
12,-1,-1,-1,1.5,2
12,-1,-1,-1,0.5,2
12,1,1,-1,1.25,2
12,-1,-1,1,0.5,2
12,-1,-1,-1,0.5,2
12,1,1,-1,1.5,1
12,1,1,-1,0.5,2
12,1,1,1,1.5,2
12,-1,-1,1,0.75,2
12,1,1,1,0.5,2
12,1,1,-1,1.5,2
12,-1,-1,-1,1.5,2
12,-1,-1,1,1.25,2
12,1,-1,1,0.75,2
12,1,-1,1,0.5,1
12,-1,-1,-1,0.75,2
12,1,1,1,1.25,2
12,1,1,1,1.5,2
12,1,1,-1,0.75,2
12,-1,-1,1,1.5,2
12,1,1,-1,1.5,2
12,-1,-1,1,1.5,2
12,1,1,1,0.75,2
12,-1,-1,1,1.5,2
12,1,1,1,0.5,2
12,-1,1,-1,0.75,1
12,1,-1,1,0.5,1
12,-1,-1,-1,1.25,1
12,1,-1,1,0.75,1
12,1,-1,1,0.5,1
12,-1,-1,-1,1.5,1
12,1,1,-1,1.25,1
12,1,-1,1,0.75,1
12,-1,-1,-1,1.5,1
12,1,1,1,1.25,1
12,1,1,-1,0.75,1
12,-1,1,-1,0.5,1
12,1,-1,1,0.5,1
12,-1,-1,-1,0.5,1
12,-1,1,-1,1.5,1
12,-1,1,-1,0.75,1
12,1,1,1,0.75,1
12,1,-1,1,1.25,1
12,1,-1,1,1.5,1
12,1,1,1,0.75,2
12,1,1,-1,1.25,1
12,1,-1,1,1.5,1
12,1,1,1,1.25,1
12,1,1,-1,1.5,1
12,1,1,1,0.5,1
12,1,1,1,1.25,1
12,1,-1,1,1.25,1
12,1,1,1,0.5,1
12,-1,1,-1,0.5,1
12,-1,-1,-1,0.5,2
12,1,1,-1,0.5,2
12,1,1,1,1.5,2
12,-1,-1,-1,1.5,2
12,-1,-1,1,0.75,2
12,1,1,1,0.5,2
12,-1,-1,-1,0.75,2
12,1,-1,1,0.5,2
12,1,1,1,0.5,2
12,1,1,1,1.25,2
12,-1,-1,1,0.75,2
12,1,-1,1,1.25,1
12,-1,1,-1,0.75,1
12,1,1,-1,1.25,1
12,1,-1,1,1.5,1
12,1,1,1,0.5,2
12,1,-1,1,0.75,2
12,-1,-1,-1,0.75,2
12,1,1,1,1.25,2
12,1,-1,1,0.5,2
12,-1,-1,-1,0.75,2
12,1,1,-1,0.5,2
12,1,1,-1,1.5,2
12,1,1,-1,0.75,2
12,1,1,1,1.25,1
12,-1,1,-1,0.5,2
12,1,-1,1,0.5,2
12,1,1,-1,1.5,2
12,-1,-1,1,1.5,2
12,-1,-1,-1,0.5,2
12,-1,-1,-1,0.75,2
12,1,1,-1,0.5,2
12,1,-1,1,0.5,2
12,1,1,-1,0.5,2
12,-1,-1,1,1.5,2
12,1,1,-1,0.75,2
12,1,1,-1,0.75,2
12,1,1,1,1.25,2
12,1,1,-1,0.75,2
12,1,-1,1,1.25,2
12,-1,-1,1,1.5,2
12,1,1,1,1.25,2
12,1,1,-1,1.5,2
12,1,1,1,1.5,1
12,1,1,-1,0.5,2
12,-1,-1,1,1.25,2
12,-1,-1,-1,0.75,2
12,1,1,-1,1.5,2
12,-1,-1,1,1.25,2
12,1,1,1,1.25,1
12,1,1,1,0.5,2
12,1,-1,1,1.25,2
12,1,1,-1,0.75,2
12,1,1,1,0.75,2
12,-1,-1,-1,0.5,2
12,-1,-1,-1,1.5,2
12,-1,-1,-1,1.5,2
12,-1,-1,1,1.5,2
12,-1,-1,-1,1.25,2
12,-1,-1,-1,0.75,2
12,1,1,1,0.5,2
12,1,-1,1,0.5,1
12,1,1,-1,1.25,2
12,-1,-1,-1,0.75,2
12,1,1,1,0.5,2
12,1,-1,1,0.75,1
12,1,1,1,0.5,2
12,1,1,1,1.5,2
12,1,-1,1,0.75,2
12,1,1,-1,1.5,2
12,1,1,1,1.25,2
12,1,1,1,1.5,2
12,1,1,-1,1.25,2
12,1,-1,1,0.75,2
12,-1,-1,1,1.25,2
12,-1,-1,1,1.5,2
12,1,1,-1,0.5,2
12,-1,-1,-1,0.75,2
12,-1,-1,-1,0.5,2
12,-1,-1,-1,1.25,2
12,-1,-1,-1,1.25,2
12,1,-1,1,0.5,2
12,-1,-1,-1,1.25,2
12,1,1,-1,0.5,2
12,1,1,-1,1.25,1
12,-1,1,-1,0.5,1
