,Unnamed: 0,block,resp,theta,previous,contrast,state,stim*contrast,ID,correct,trial,previous_congruent,stim*contrast_congruent,Gl_Prob_State_ext,Gl_Prob_State_int,Predicted_state
3098,3098,7,0,1,1,0.01,1,0.01,1,0,3099,0,0,0.1735314649671357,0.8264685350321216,1
3099,3099,7,1,-1,1,0.05,1,-0.05,1,0,3100,1,0,0.4086998542661856,0.5913001457340591,1
3100,3100,7,0,1,-1,0.05,1,0.05,1,0,3101,1,0,0.5107514606753081,0.4892485393241081,2
3101,3101,7,1,-1,1,0.1,1,-0.1,1,0,3102,1,0,0.5303777429000368,0.4696222571006634,2
3102,3102,7,0,-1,-1,0.1,1,-0.1,1,1,3103,1,1,0.471146580773724,0.5288534192261224,1
3103,3103,7,0,-1,1,0.02,1,-0.02,1,1,3104,0,1,0.3436263601966489,0.6563736398039594,1
3104,3104,7,0,-1,-1,0.01,1,-0.01,1,1,3105,1,1,0.4148370506223344,0.5851629493779386,1
3105,3105,7,1,1,-1,0.1,1,0.1,1,1,3106,0,1,0.4166032946459973,0.5833967053545173,1
3106,3106,7,0,-1,-1,0.01,1,-0.01,1,1,3107,1,1,0.6753082058037378,0.3246917941961892,2
3107,3107,7,0,-1,-1,0.02,1,-0.02,1,1,3108,1,1,0.812299274387231,0.1877007256123261,2
3108,3108,7,0,-1,-1,0.05,2,-0.05,1,1,3109,1,1,0.885882494808758,0.114117505190682,2
3109,3109,7,0,1,-1,0.01,2,0.01,1,0,3110,1,0,0.9282849046847506,0.0717150953154178,2
3110,3110,7,1,-1,1,0.01,2,-0.01,1,0,3111,1,0,0.9497832715530168,0.0502167284473013,2
3111,3111,7,0,-1,-1,0.02,2,-0.02,1,1,3112,1,1,0.9606976462750432,0.0393023537244218,2
3112,3112,7,0,-1,-1,0.02,2,-0.02,1,1,3113,1,1,0.9669186500497134,0.0330813499510182,2
3113,3113,7,0,1,-1,0.05,2,0.05,1,0,3114,1,0,0.9709208940725528,0.02907910592802,2
3114,3114,7,1,-1,1,0.02,2,-0.02,1,0,3115,1,0,0.9707151846283542,0.0292848153710107,2
3115,3115,7,1,1,1,0.02,2,0.02,1,1,3116,1,1,0.968345416098031,0.031654583902753,2
3116,3116,7,0,-1,-1,0.02,2,-0.02,1,1,3117,1,1,0.9648785507305724,0.0351214492692879,2
3117,3117,7,0,1,-1,0.05,2,0.05,1,0,3118,1,0,0.958476751984726,0.0415232480146801,2
3118,3118,7,1,-1,1,0.01,2,-0.01,1,0,3119,1,0,0.9418184367925114,0.0581815632083388,2
3119,3119,7,0,-1,-1,0.01,2,-0.01,1,1,3120,1,1,0.91062886879841,0.0893711312024315,2
3120,3120,7,1,-1,1,0.05,2,-0.05,1,0,3121,1,0,0.8526812937764908,0.1473187062231307,2
3121,3121,7,0,-1,1,0.05,1,-0.05,1,1,3122,0,1,0.7338527127268223,0.2661472872731225,2
3122,3122,7,1,1,1,0.02,2,0.02,1,1,3123,1,1,0.8062277522602462,0.1937722477402174,2
3123,3123,7,1,1,1,0.05,2,0.05,1,1,3124,1,1,0.8361659957128404,0.1638340042865389,2
3124,3124,7,0,1,-1,0.1,2,0.1,1,0,3125,1,0,0.8381476470000435,0.1618523530002721,2
3125,3125,7,0,1,-1,0.1,2,0.1,1,0,3126,1,0,0.7930086290270991,0.2069913709724156,2
3126,3126,7,1,-1,-1,0.01,2,-0.01,1,0,3127,0,0,0.6712591527096176,0.3287408472902928,2
3127,3127,7,1,1,1,0.02,2,0.02,1,1,3128,1,1,0.7763625797497141,0.2236374202495306,2
3128,3128,7,0,1,-1,0.01,2,0.01,1,0,3129,1,0,0.8269229624799855,0.173077037520726,2
3129,3129,7,0,-1,-1,0.01,2,-0.01,1,1,3130,1,1,0.8380218173761363,0.1619781826234559,2
3130,3130,7,0,1,-1,0.01,2,0.01,1,0,3131,1,0,0.8169698307417159,0.1830301692577848,2
3131,3131,7,0,1,-1,0.01,2,0.01,1,0,3132,1,0,0.7520434666882564,0.2479565333111355,2
3132,3132,7,1,-1,1,0.02,2,-0.02,1,0,3133,1,0,0.6139050271480705,0.3860949728523263,2
3133,3133,7,0,-1,1,0.05,1,-0.05,1,1,3134,0,1,0.3399763627451566,0.6600236372556343,1
3134,3134,7,1,-1,-1,0.01,1,-0.01,1,0,3135,0,0,0.3326392058740213,0.6673607941264597,1
3135,3135,7,1,1,1,0.1,1,0.1,1,1,3136,1,1,0.6227310577349086,0.3772689422655522,2
3136,3136,7,0,1,-1,0.01,1,0.01,1,0,3137,1,0,0.7998072964479482,0.2001927035515271,2
3137,3137,7,0,1,-1,0.1,2,0.1,1,0,3138,1,0,0.8923473051824818,0.1076526948172354,2
3138,3138,7,0,1,-1,0.01,2,0.01,1,0,3139,1,0,0.9323046972804486,0.0676953027191707,2
3139,3139,7,1,-1,1,0.01,2,-0.01,1,0,3140,1,0,0.9528227406975562,0.0471772593031733,2
3140,3140,7,1,-1,1,0.02,2,-0.02,1,0,3141,1,0,0.963760834654784,0.0362391653461245,2
3141,3141,7,1,-1,1,0.1,2,-0.1,1,0,3142,1,0,0.9693250829375268,0.0306749170623775,2
3142,3142,7,0,-1,-1,0.1,2,-0.1,1,1,3143,1,1,0.9677355896039086,0.0322644103967067,2
3143,3143,7,1,1,1,0.05,2,0.05,1,1,3144,1,1,0.9683427904239932,0.0316572095757715,2
3144,3144,7,0,-1,-1,0.05,2,-0.05,1,1,3145,1,1,0.9693900377607372,0.0306099622391868,2
3145,3145,7,0,1,-1,0.05,2,0.05,1,0,3146,1,0,0.9708118995949432,0.0291881004059033,2
3146,3146,7,1,1,1,0.1,2,0.1,1,1,3147,1,1,0.9680045403559798,0.0319954596439319,2
3147,3147,7,0,1,-1,0.01,2,0.01,1,0,3148,1,0,0.9678384795965892,0.0321615204027242,2
3148,3148,7,1,1,1,0.05,2,0.05,1,1,3149,1,1,0.9643553635498938,0.0356446364496521,2
3149,3149,7,1,1,1,0.05,2,0.05,1,1,3150,1,1,0.9598845059514418,0.040115494049285,2
3150,3150,7,0,1,-1,0.02,2,0.02,1,0,3151,1,0,0.95292054912173,0.0470794508789715,2
3151,3151,7,0,-1,-1,0.05,2,-0.05,1,1,3152,1,1,0.9357210306107162,0.0642789693890484,2
3152,3152,7,1,1,1,0.02,2,0.02,1,1,3153,1,1,0.9065046214157084,0.0934953785841062,2
3153,3153,7,1,-1,1,0.05,2,-0.05,1,0,3154,1,0,0.8526614385018971,0.1473385614986002,2
3154,3154,7,0,1,1,0.02,2,0.02,1,0,3155,0,0,0.740503689328871,0.2594963106707583,2
3155,3155,7,0,1,-1,0.1,2,0.1,1,0,3156,1,0,0.837255325390447,0.1627446746094204,2
3156,3156,7,1,1,1,0.05,1,0.05,1,1,3157,1,1,0.8720603342394719,0.1279396657600488,2
3157,3157,7,0,1,-1,0.01,1,0.01,1,0,3158,1,0,0.8834470902069663,0.1165529097933122,2
3158,3158,7,0,1,-1,0.02,2,0.02,1,0,3159,1,0,0.8687667478812251,0.1312332521196721,2
3159,3159,7,0,-1,-1,0.02,2,-0.02,1,1,3160,1,1,0.8201090662588666,0.1798909337404847,2
3160,3160,7,0,-1,1,0.01,2,-0.01,1,1,3161,0,1,0.7220769847917679,0.277923015207924,2
3161,3161,7,0,1,-1,0.01,2,0.01,1,0,3162,1,0,0.8268208016947234,0.1731791983052221,2
3162,3162,7,1,-1,1,0.01,2,-0.01,1,0,3163,1,0,0.876920878855669,0.1230791211435255,2
3163,3163,7,0,-1,-1,0.02,2,-0.02,1,1,3164,1,1,0.8959371491688501,0.1040628508317433,2
3164,3164,7,0,1,-1,0.02,2,0.02,1,0,3165,1,0,0.8939547323693141,0.1060452676309348,2
3165,3165,7,1,1,1,0.05,2,0.05,1,1,3166,1,1,0.8661247943353007,0.1338752056647304,2
3166,3166,7,0,-1,-1,0.05,2,-0.05,1,1,3167,1,1,0.8099647710160147,0.1900352289834254,2
3167,3167,7,0,1,1,0.01,2,0.01,1,0,3168,0,0,0.7050037295600781,0.2949962704400535,2
3168,3168,7,1,1,1,0.01,2,0.01,1,1,3169,1,1,0.8119030374346498,0.1880969625656433,2
3169,3169,7,1,-1,1,0.05,2,-0.05,1,0,3170,1,0,0.8656682797602963,0.1343317202391231,2
3170,3170,7,0,-1,-1,0.02,2,-0.02,1,1,3171,1,1,0.8817513553868188,0.1182486446130808,2
3171,3171,7,0,1,-1,0.01,2,0.01,1,0,3172,1,0,0.8742932879135442,0.1257067120859523,2
3172,3172,7,0,1,-1,0.05,2,0.05,1,0,3173,1,0,0.8369251652013767,0.1630748347986336,2
3173,3173,7,0,1,1,0.01,2,0.01,1,0,3174,0,0,0.74570622096181,0.2542937790376387,2
3174,3174,7,1,-1,1,0.05,1,-0.05,1,0,3175,1,0,0.8596358691482884,0.1403641308510867,2
3175,3175,7,0,1,-1,0.02,1,0.02,1,0,3176,1,0,0.9153632296691324,0.0846367703299827,2
3176,3176,7,1,1,1,0.01,2,0.01,1,1,3177,1,1,0.9431715805202432,0.0568284194792333,2
3177,3177,7,0,1,-1,0.05,2,0.05,1,0,3178,1,0,0.9588204727798966,0.0411795272207857,2
3178,3178,7,1,-1,1,0.1,2,-0.1,1,0,3179,1,0,0.9644801757004048,0.0355198242995022,2
3179,3179,7,1,1,1,0.1,2,0.1,1,1,3180,1,1,0.9608050626838134,0.0391949373164034,2
3180,3180,7,1,1,1,0.05,2,0.05,1,1,3181,1,1,0.9576196721503978,0.0423803278498069,2
3181,3181,7,1,1,1,0.01,2,0.01,1,1,3182,1,1,0.9513229601061528,0.0486770398943409,2
3182,3182,7,0,-1,-1,0.1,2,-0.1,1,1,3183,1,1,0.9371624483800546,0.062837551619401,2
3183,3183,7,1,1,1,0.01,1,0.01,1,1,3184,1,1,0.9158202897546834,0.0841797102448764,2
3184,3184,7,1,-1,1,0.01,1,-0.01,1,0,3185,1,0,0.8735101380410285,0.1264898619585775,2
3185,3185,7,0,1,-1,0.05,1,0.05,1,0,3186,1,0,0.7902577538908405,0.2097422461092554,2
3186,3186,7,0,1,-1,0.1,1,0.1,1,0,3187,1,0,0.6162088244630983,0.3837911755369754,2
3187,3187,7,1,1,-1,0.02,1,0.02,1,1,3188,0,1,0.229247461983341,0.7707525380168121,1
3188,3188,7,1,1,1,0.01,1,0.01,1,1,3189,1,1,0.1921641570109432,0.8078358429890162,1
3189,3189,7,0,1,1,0.1,1,0.1,1,0,3190,0,0,0.0765865935874791,0.9234134064128796,1
3190,3190,7,0,-1,1,0.1,1,-0.1,1,1,3191,0,1,0.0968681053373158,0.9031318946633158,1
3191,3191,7,1,1,1,0.02,1,0.02,1,1,3192,1,1,0.2664309340810474,0.7335690659189842,1
3192,3192,7,0,1,-1,0.1,1,0.1,1,0,3193,1,0,0.3398009091007221,0.6601990908995523,1
3193,3193,7,1,1,1,0.02,2,0.02,1,1,3194,1,1,0.326583088078345,0.6734169119208953,1
3194,3194,7,1,1,1,0.02,2,0.02,1,1,3195,1,1,0.2432286497594704,0.7567713502398253,1
3195,3195,7,1,1,-1,0.05,1,0.05,1,1,3196,0,1,0.0578456848834395,0.9421543151162612,1
3196,3196,7,1,-1,-1,0.05,1,-0.05,1,0,3197,0,0,0.0329112316944847,0.9670887683060452,1
3197,3197,7,1,-1,-1,0.1,1,-0.1,1,0,3198,0,0,0.0776682501668745,0.922331749833025,1
3198,3198,7,0,-1,-1,0.01,1,-0.01,1,1,3199,1,1,0.495466530979245,0.5045334690209872,1
3199,3199,7,1,1,1,0.01,1,0.01,1,1,3200,1,1,0.716983491050386,0.2830165089499548,2
3200,3200,7,0,-1,-1,0.02,1,-0.02,1,1,3201,1,1,0.8360360966808774,0.1639639033199901,2
3201,3201,7,1,-1,1,0.02,2,-0.02,1,0,3202,1,0,0.9002460168022705,0.0997539831973644,2
3202,3202,7,1,1,1,0.1,2,0.1,1,1,3203,1,1,0.9323206765574678,0.0676793234418283,2
3203,3203,7,1,-1,1,0.1,2,-0.1,1,0,3204,1,0,0.9550245282016744,0.0449754717989587,2
3204,3204,7,1,1,1,0.05,2,0.05,1,1,3205,1,1,0.9627578830690008,0.0372421169317056,2
3205,3205,7,0,1,-1,0.01,2,0.01,1,0,3206,1,0,0.9687938735540608,0.0312061264467145,2
3206,3206,7,0,-1,-1,0.02,2,-0.02,1,1,3207,1,1,0.9717575583596808,0.0282424416401901,2
3207,3207,7,1,-1,1,0.1,2,-0.1,1,0,3208,1,0,0.9744644380343364,0.0255355619654646,2
3208,3208,7,1,1,1,0.01,2,0.01,1,1,3209,1,1,0.9725959348227614,0.027404065176476,2
3209,3209,7,1,1,1,0.02,2,0.02,1,1,3210,1,1,0.9708018450293346,0.0291981549699056,2
3210,3210,7,1,1,1,0.1,2,0.1,1,1,3211,1,1,0.9688631165037076,0.0311368834964186,2
3211,3211,7,0,1,-1,0.02,2,0.02,1,0,3212,1,0,0.9698426267985774,0.0301573732007047,2
3212,3212,7,1,1,1,0.05,2,0.05,1,1,3213,1,1,0.96779991400532,0.0322000859953922,2
3213,3213,7,1,-1,1,0.02,2,-0.02,1,0,3214,1,0,0.9659910024728414,0.0340089975264083,2
3214,3214,7,1,-1,1,0.05,2,-0.05,1,0,3215,1,0,0.9600363043051574,0.0399636956940269,2
3215,3215,7,1,1,1,0.1,2,0.1,1,1,3216,1,1,0.9452395694340496,0.0547604305662099,2
3216,3216,7,1,1,1,0.1,2,0.1,1,1,3217,1,1,0.9256520784305812,0.0743479215703217,2
3217,3217,7,1,-1,1,0.01,2,-0.01,1,0,3218,1,0,0.895953275769297,0.1040467242302114,2
3218,3218,7,1,-1,1,0.01,2,-0.01,1,0,3219,1,0,0.8354728341710808,0.1645271658284699,2
3219,3219,7,0,-1,-1,0.02,2,-0.02,1,1,3220,1,1,0.7179553318712232,0.2820446681295134,2
3220,3220,7,1,1,1,0.1,2,0.1,1,1,3221,1,1,0.4993328698484852,0.5006671301513099,1
3221,3221,7,0,-1,1,0.1,1,-0.1,1,1,3222,0,1,0.1375344597843776,0.8624655402151209,1
3222,3222,7,0,1,1,0.05,1,0.05,1,0,3223,0,0,0.0711808387658719,0.9288191612336474,1
3223,3223,7,0,-1,-1,0.1,1,-0.1,1,1,3224,1,1,0.1098930240001994,0.8901069759997127,1
3224,3224,7,1,-1,1,0.01,1,-0.01,1,0,3225,1,0,0.0995037341835299,0.900496265816609,1
3225,3225,7,1,-1,-1,0.02,1,-0.02,1,0,3226,0,0,0.0257771117487999,0.974222888251374,1
3226,3226,7,1,-1,-1,0.1,1,-0.1,1,0,3227,0,0,0.0252282489143351,0.9747717510863568,1
3227,3227,7,1,1,1,0.02,1,0.02,1,1,3228,1,1,0.1118430838876049,0.8881569161119778,1
3228,3228,7,0,-1,1,0.05,1,-0.05,1,1,3229,0,1,0.133279353008345,0.866720646992421,1
3229,3229,7,1,1,1,0.05,1,0.05,1,1,3230,1,1,0.3586759737714453,0.6413240262284592,1
3230,3230,7,1,-1,1,0.05,1,-0.05,1,0,3231,1,0,0.4742035048303359,0.5257964951695618,1
3231,3231,7,0,1,-1,0.1,1,0.1,1,0,3232,1,0,0.5037140860598975,0.4962859139407023,2
3232,3232,7,0,-1,1,0.1,1,-0.1,1,1,3233,0,1,0.4520477706745738,0.5479522293261567,1
3233,3233,7,0,1,-1,0.02,1,0.02,1,0,3234,1,0,0.5908259324325674,0.4091740675669877,2
3234,3234,7,0,1,-1,0.05,1,0.05,1,0,3235,1,0,0.6441631784664849,0.3558368215340903,2
3235,3235,7,0,-1,-1,0.01,1,-0.01,1,1,3236,1,1,0.6328210126161831,0.3671789873840295,2
3236,3236,7,1,1,1,0.05,1,0.05,1,1,3237,1,1,0.5617125720894537,0.4382874279110914,2
3237,3237,7,0,1,-1,0.1,1,0.1,1,0,3238,1,0,0.4134771991759074,0.5865228008240937,1
3238,3238,7,0,1,1,0.01,1,0.01,1,0,3239,0,0,0.06463777522308,0.9353622247771536,1
3239,3239,7,0,1,1,0.1,1,0.1,1,0,3240,0,0,0.0108335164875497,0.9891664835116136,1
3240,3240,7,0,-1,1,0.05,1,-0.05,1,1,3241,0,1,0.0056824710287091,0.9943175289709556,1
3241,3241,7,1,1,-1,0.1,1,0.1,1,1,3242,0,1,0.0096385048806566,0.9903614951192832,1
3242,3242,7,0,1,-1,0.01,1,0.01,1,0,3243,1,0,0.0354548387132594,0.964545161287149,1
3243,3243,7,0,-1,1,0.02,1,-0.02,1,1,3244,0,1,0.0167286403119514,0.9832713596875752,1
3244,3244,7,1,1,1,0.05,1,0.05,1,1,3245,1,1,0.0317279703528532,0.9682720296464274,1
3245,3245,7,1,1,-1,0.01,1,0.01,1,1,3246,0,1,0.0067675307405218,0.9932324692595438,1
3246,3246,7,0,-1,1,0.02,1,-0.02,1,1,3247,0,1,0.0032049654262885,0.9967950345729156,1
3247,3247,7,1,-1,-1,0.1,1,-0.1,1,0,3248,0,0,0.0024851328099275,0.9975148671895112,1
3248,3248,7,0,1,1,0.01,1,0.01,1,0,3249,0,0,0.0070915271309979,0.9929084728684572,1
3249,3249,7,1,-1,1,0.05,1,-0.05,1,0,3250,1,0,0.0346760220769156,0.9653239779226636,1
3250,3250,7,0,1,1,0.01,1,0.01,1,0,3251,0,0,0.0161516627980984,0.9838483372014668,1
3251,3251,7,1,1,1,0.01,1,0.01,1,1,3252,1,1,0.0329948272028168,0.967005172796763,1
3252,3252,7,0,1,1,0.02,1,0.02,1,0,3253,0,0,0.0075628258991602,0.9924371741015588,1
3253,3253,7,0,-1,1,0.01,1,-0.01,1,1,3254,0,1,0.0051877530513971,0.9948122469488806,1
3254,3254,7,0,1,1,0.1,2,0.1,1,0,3255,0,0,0.0127730407184144,0.9872269592817762,1
3255,3255,7,0,-1,1,0.01,2,-0.01,1,1,3256,0,1,0.0816753839941212,0.9183246160063708,1
3256,3256,7,1,-1,1,0.02,2,-0.02,1,0,3257,1,0,0.5075045625110269,0.4924954374884453,2
3257,3257,7,0,1,-1,0.05,2,0.05,1,0,3258,1,0,0.7269928722020532,0.2730071277982652,2
3258,3258,7,0,-1,-1,0.1,2,-0.1,1,1,3259,1,1,0.831521155599591,0.1684788444002393,2
3259,3259,7,1,1,1,0.01,2,0.01,1,1,3260,1,1,0.8953748064769907,0.1046251935232041,2
3260,3260,7,0,-1,-1,0.02,2,-0.02,1,1,3261,1,1,0.92923769987683,0.0707623001235745,2
3261,3261,7,1,1,1,0.1,2,0.1,1,1,3262,1,1,0.9466841108916532,0.0533158891088469,2
3262,3262,7,0,-1,-1,0.05,2,-0.05,1,1,3263,1,1,0.9599407323515288,0.0400592676482314,2
3263,3263,7,0,1,-1,0.1,2,0.1,1,0,3264,1,0,0.9696309817654865,0.0303690182343009,2
3264,3264,7,0,1,-1,0.02,2,0.02,1,0,3265,1,0,0.9713972238539292,0.0286027761462351,2
3265,3265,7,0,-1,-1,0.01,2,-0.01,1,1,3266,1,1,0.9707950454594076,0.0292049545399342,2
3266,3266,7,0,-1,-1,0.05,2,-0.05,1,1,3267,1,1,0.96911060735899,0.03088939264018,2
3267,3267,7,1,1,1,0.05,2,0.05,1,1,3268,1,1,0.967695444108658,0.0323045558916579,2
3268,3268,7,1,-1,1,0.01,2,-0.01,1,0,3269,1,0,0.9664921698326586,0.0335078301678688,2
3269,3269,7,0,-1,-1,0.01,2,-0.01,1,1,3270,1,1,0.961932942933389,0.0380670570669331,2
3270,3270,7,0,-1,-1,0.01,2,-0.01,1,1,3271,1,1,0.9526868279156576,0.0473131720849922,2
3271,3271,7,1,-1,1,0.05,2,-0.05,1,0,3272,1,0,0.9349154972731194,0.0650845027270877,2
3272,3272,7,0,-1,-1,0.02,2,-0.02,1,1,3273,1,1,0.8963794581908577,0.1036205418085204,2
3273,3273,7,1,1,1,0.1,2,0.1,1,1,3274,1,1,0.8261901278194426,0.1738098721802775,2
3274,3274,7,1,-1,-1,0.01,2,-0.01,1,0,3275,0,0,0.7134177120755153,0.2865822879245787,2
3275,3275,7,1,1,1,0.1,2,0.1,1,1,3276,1,1,0.8207888717772691,0.1792111282225837,2
3276,3276,7,1,-1,1,0.01,2,-0.01,1,0,3277,1,0,0.8866906094879359,0.1133093905126906,2
3277,3277,7,1,1,1,0.02,2,0.02,1,1,3278,1,1,0.9188402886506508,0.0811597113485447,2
3278,3278,7,1,1,1,0.02,2,0.02,1,1,3279,1,1,0.933512127484866,0.0664878725150749,2
3279,3279,7,1,1,1,0.01,2,0.01,1,1,3280,1,1,0.93631965973787,0.0636803402619208,2
3280,3280,7,1,-1,1,0.02,2,-0.02,1,0,3281,1,0,0.9276167311847848,0.0723832688160694,2
3281,3281,7,1,-1,1,0.1,2,-0.1,1,0,3282,1,0,0.9013045852676616,0.0986954147329545,2
3282,3282,7,0,-1,-1,0.02,2,-0.02,1,1,3283,1,1,0.8346707069382773,0.1653292930621244,2
3283,3283,7,1,-1,1,0.02,1,-0.02,1,0,3284,1,0,0.7116655354244309,0.2883344645764475,2
3284,3284,7,1,1,-1,0.01,1,0.01,1,1,3285,0,1,0.4725549523257482,0.5274450476744623,1
3285,3285,7,0,-1,-1,0.1,2,-0.1,1,1,3286,1,1,0.5044916410914191,0.495508358909196,2
3286,3286,7,0,-1,1,0.1,2,-0.1,1,1,3287,0,1,0.4859201340618734,0.5140798659374995,1
3287,3287,7,1,-1,1,0.1,2,-0.1,1,0,3288,1,0,0.6874873999627704,0.3125126000378877,2
3288,3288,7,1,-1,1,0.05,2,-0.05,1,0,3289,1,0,0.7719170877976369,0.2280829122018822,2
3289,3289,7,1,-1,1,0.01,2,-0.01,1,0,3290,1,0,0.7985336130042424,0.2014663869949672,2
3290,3290,7,1,1,1,0.02,2,0.02,1,1,3291,1,1,0.7858232726140137,0.2141767273857071,2
3291,3291,7,1,1,1,0.02,2,0.02,1,1,3292,1,1,0.732545308523302,0.2674546914762709,2
3292,3292,7,0,-1,-1,0.05,2,-0.05,1,1,3293,1,1,0.618315251344582,0.3816847486552718,2
3293,3293,7,1,-1,-1,0.01,2,-0.01,1,0,3294,0,0,0.406099522646331,0.5939004773530364,1
3294,3294,7,1,1,1,0.1,2,0.1,1,1,3295,1,1,0.4508102388757234,0.5491897611251098,1
3295,3295,7,1,1,1,0.05,2,0.05,1,1,3296,1,1,0.4433560344343713,0.55664396556513,1
3296,3296,7,1,1,-1,0.02,2,0.02,1,1,3297,0,1,0.3742238203653336,0.6257761796354486,1
3297,3297,7,0,1,-1,0.01,2,0.01,1,0,3298,1,0,0.5224780504294921,0.4775219495705276,2
3298,3298,7,0,-1,-1,0.02,2,-0.02,1,1,3299,1,1,0.5806277284963524,0.4193722715029625,2
3299,3299,7,0,-1,-1,0.01,2,-0.01,1,1,3300,1,1,0.5792335815890478,0.4207664184118476,2
3300,3300,7,1,1,1,0.1,2,0.1,1,1,3301,1,1,0.5160806724954029,0.4839193275048479,2
3301,3301,7,1,1,1,0.02,2,0.02,1,1,3302,1,1,0.3870651735157408,0.6129348264840874,1
3302,3302,7,1,-1,-1,0.1,1,-0.1,1,0,3303,0,0,0.1308929882712401,0.86910701172876,1
3303,3303,7,0,-1,-1,0.01,1,-0.01,1,1,3304,1,1,0.1296871998796791,0.870312800119805,1
3304,3304,7,1,1,-1,0.05,1,0.05,1,1,3305,0,1,0.0661371382260468,0.9338628617745744,1
3305,3305,7,1,1,1,0.1,1,0.1,1,1,3306,1,1,0.0923735489958853,0.9076264510033856,1
3306,3306,7,1,-1,-1,0.1,1,-0.1,1,0,3307,0,0,0.07238030956844,0.9276196904319094,1
3307,3307,7,1,-1,1,0.1,1,-0.1,1,0,3308,1,0,0.1932263488379667,0.8067736511629424,1
3308,3308,7,1,1,-1,0.02,1,0.02,1,1,3309,0,1,0.2195129358912945,0.7804870641081765,1
3309,3309,7,0,1,-1,0.02,1,0.02,1,0,3310,1,0,0.5564318904781855,0.443568109521669,2
3310,3310,7,1,-1,1,0.01,2,-0.01,1,0,3311,1,0,0.7253342085110069,0.2746657914890636,2
3311,3311,7,1,1,1,0.1,2,0.1,1,1,3312,1,1,0.8091472010186419,0.1908527989808077,2
3312,3312,7,0,1,-1,0.1,2,0.1,1,0,3313,1,0,0.8568178423206791,0.1431821576799944,2
3313,3313,7,0,-1,-1,0.02,2,-0.02,1,1,3314,1,1,0.860171795560306,0.1398282044396279,2
3314,3314,7,0,1,-1,0.02,2,0.02,1,0,3315,1,0,0.8357668961265744,0.1642331038729129,2
3315,3315,7,0,-1,-1,0.05,2,-0.05,1,1,3316,1,1,0.7680011767357519,0.2319988232643136,2
3316,3316,7,1,-1,1,0.02,2,-0.02,1,0,3317,1,0,0.6408520891844257,0.3591479108155522,2
3317,3317,7,1,-1,-1,0.05,2,-0.05,1,0,3318,0,0,0.3881272044092029,0.6118727955904456,1
3318,3318,7,1,-1,1,0.01,2,-0.01,1,0,3319,1,0,0.4238296222411816,0.5761703777585758,1
3319,3319,7,0,1,-1,0.05,2,0.05,1,0,3320,1,0,0.3922084222722353,0.6077915777271645,1
3320,3320,7,1,1,1,0.1,1,0.1,1,1,3321,1,1,0.2685847463415399,0.7314152536587021,1
3321,3321,7,0,1,1,0.02,1,0.02,1,0,3322,0,0,0.0430746942741461,0.9569253057259508,1
3322,3322,7,0,-1,1,0.02,1,-0.02,1,1,3323,0,1,0.0094834819652137,0.990516518034164,1
3323,3323,7,0,1,1,0.02,1,0.02,1,0,3324,0,0,0.0043642201760471,0.9956357798235068,1
3324,3324,7,0,1,1,0.1,1,0.1,1,0,3325,0,0,0.0078038048732036,0.99219619512646,1
3325,3325,7,1,1,-1,0.01,1,0.01,1,1,3326,0,1,0.0446427022051841,0.955357297795459,1
3326,3326,7,0,-1,-1,0.1,1,-0.1,1,1,3327,1,1,0.2882894299373568,0.7117105700619535,1
3327,3327,7,1,-1,1,0.02,1,-0.02,1,0,3328,1,0,0.4225482122550799,0.5774517877445561,1
3328,3328,7,0,-1,-1,0.1,1,-0.1,1,1,3329,1,1,0.4682167258792719,0.531783274119834,1
3329,3329,7,0,-1,1,0.1,1,-0.1,1,1,3330,0,1,0.4612005404797477,0.538799459520225,1
3330,3330,7,1,-1,1,0.05,1,-0.05,1,0,3331,1,0,0.6865958584093477,0.3134041415897677,2
3331,3331,7,1,1,1,0.02,1,0.02,1,1,3332,1,1,0.7940816860685441,0.2059183139317538,2
3332,3332,7,1,1,1,0.02,1,0.02,1,1,3333,1,1,0.8478595001135381,0.152140499887365,2
3333,3333,7,1,-1,1,0.02,1,-0.02,1,0,3334,1,0,0.8685050155293833,0.1314949844697545,2
3334,3334,7,0,1,-1,0.05,1,0.05,1,0,3335,1,0,0.8600029339153675,0.1399970660852487,2
3335,3335,7,0,-1,-1,0.02,1,-0.02,1,1,3336,1,1,0.8134193745038776,0.1865806254955397,2
3336,3336,7,0,-1,-1,0.02,2,-0.02,1,1,3337,1,1,0.7174231034575631,0.282576896542804,2
3337,3337,7,0,-1,-1,0.05,2,-0.05,1,1,3338,1,1,0.5338284105493465,0.4661715894514861,2
3338,3338,7,1,1,-1,0.1,1,0.1,1,1,3339,0,1,0.2037576160754519,0.7962423839244298,1
3339,3339,7,1,1,-1,0.1,1,0.1,1,1,3340,0,1,0.1596362381124226,0.84036376188736,1
3340,3340,7,1,1,1,0.1,1,0.1,1,1,3341,1,1,0.2455305684721804,0.754469431527061,1
3341,3341,7,1,1,1,0.01,1,0.01,1,1,3342,1,1,0.2707058339809215,0.7292941660193133,1
3342,3342,7,0,-1,-1,0.1,1,-0.1,1,1,3343,1,1,0.2309316574075247,0.7690683425929122,1
3343,3343,7,0,1,1,0.05,1,0.05,1,0,3344,0,0,0.1247794507342716,0.8752205492660878,1
3344,3344,7,0,-1,1,0.1,1,-0.1,1,1,3345,0,1,0.1663068900529885,0.8336931099469083,1
